"","miRNA","mRNA"
"346026","miR-6808-5p","GTF3C1"
"346027","miR-6808-5p","HGS"
"346028","miR-6808-5p","HIST1H2AG"
"346029","miR-6808-5p","HMGN2"
"346030","miR-6808-5p","HOOK3"
"346031","miR-6808-5p","HOXC11"
"346032","miR-6808-5p","KIAA0513"
"346033","miR-6808-5p","LIMK1"
"346034","miR-6808-5p","MAP2K7"
"346035","miR-6808-5p","MIDN"
"346036","miR-6808-5p","MINOS1-NBL1"
"346037","miR-6808-5p","MKNK2"
"346038","miR-6808-5p","MLLT1"
"346039","miR-6808-5p","MYO18A"
"346040","miR-6808-5p","NACC1"
"346041","miR-6808-5p","NBL1"
"346042","miR-6808-5p","NDRG1"
"346043","miR-6808-5p","NFIC"
"346044","miR-6808-5p","NONO"
"346045","miR-6808-5p","NRGN"
"346046","miR-6808-5p","NUDT8"
"346047","miR-6808-5p","PIGW"
"346048","miR-6808-5p","PLEC"
"346049","miR-6808-5p","POLR2F"
"346050","miR-6808-5p","PPP1R13L"
"346051","miR-6808-5p","PRAG1"
"346052","miR-6808-5p","PTGES2"
"346053","miR-6808-5p","PTMS"
"346054","miR-6808-5p","PTPN9"
"346055","miR-6808-5p","R3HDM4"
"346056","miR-6808-5p","RANGAP1"
"346057","miR-6808-5p","RETREG2"
"346058","miR-6808-5p","S100A16"
"346059","miR-6808-5p","SBF1"
"346060","miR-6808-5p","SELENON"
"346061","miR-6808-5p","SEMA4B"
"346062","miR-6808-5p","SLC25A6"
"346063","miR-6808-5p","SLC29A1"
"346064","miR-6808-5p","SMOX"
"346065","miR-6808-5p","SNAPC3"
"346066","miR-6808-5p","SRF"
"346067","miR-6808-5p","SSU72"
"346068","miR-6808-5p","TERF2"
"346069","miR-6808-5p","THY1"
"346070","miR-6808-5p","TIFA"
"346071","miR-6808-5p","TRMT5"
"346072","miR-6808-5p","TSKU"
"346073","miR-6808-5p","USP22"
"346074","miR-6808-5p","ZNF496"
"346075","miR-6809-3p","HDGF"
"346076","miR-6809-3p","UHMK1"
"346077","miR-6809-3p","VGLL2"
"346078","miR-6809-3p","ZFP36L1"
"346079","miR-6809-3p","ZNF704"
"346080","miR-6809-5p","AP2B1"
"346081","miR-6809-5p","CASKIN2"
"346082","miR-6809-5p","CBX6"
"346083","miR-6809-5p","CLDND1"
"346084","miR-6809-5p","E2F6"
"346085","miR-6809-5p","EFNB1"
"346086","miR-6809-5p","FNDC9"
"346087","miR-6809-5p","KLHDC10"
"346088","miR-6809-5p","MRPL34"
"346089","miR-6809-5p","NFE2L1"
"346090","miR-6809-5p","NFIC"
"346091","miR-6809-5p","NPM1"
"346092","miR-6809-5p","PHC2"
"346093","miR-6809-5p","PPP2R2A"
"346094","miR-6809-5p","PRRC2B"
"346095","miR-6809-5p","RAB5B"
"346096","miR-6809-5p","RBPJ"
"346097","miR-6809-5p","RPL7L1"
"346098","miR-6809-5p","SERTAD2"
"346099","miR-6809-5p","SETD5"
"346100","miR-6809-5p","TRAF7"
"346101","miR-6809-5p","UBTF"
"346102","miR-6810-3p","DOHH"
"346103","miR-6810-3p","MAZ"
"346104","miR-6810-3p","MEX3D"
"346105","miR-6810-3p","SEC14L4"
"346106","miR-6810-3p","STK11"
"346107","miR-6810-3p","TRIM41"
"346108","miR-6810-5p","CBX5"
"346109","miR-6810-5p","CLDN4"
"346110","miR-6810-5p","COPZ1"
"346111","miR-6810-5p","DAB2IP"
"346112","miR-6810-5p","ESYT1"
"346113","miR-6810-5p","FKBP8"
"346114","miR-6810-5p","HLA-C"
"346115","miR-6810-5p","HOXA7"
"346116","miR-6810-5p","HOXB6"
"346117","miR-6810-5p","HSP90AB1"
"346118","miR-6810-5p","LARP1"
"346119","miR-6810-5p","MINOS1-NBL1"
"346120","miR-6810-5p","MSN"
"346121","miR-6810-5p","NACC1"
"346122","miR-6810-5p","NBL1"
"346123","miR-6810-5p","NFIC"
"346124","miR-6810-5p","NPLOC4"
"346125","miR-6810-5p","PGAM1"
"346126","miR-6810-5p","PKM"
"346127","miR-6810-5p","POLR2F"
"346128","miR-6810-5p","PYCR1"
"346129","miR-6810-5p","RHBDD1"
"346130","miR-6810-5p","RHOC"
"346131","miR-6810-5p","RPS6KA4"
"346132","miR-6810-5p","44813"
"346133","miR-6810-5p","TCF3"
"346134","miR-6810-5p","TEX261"
"346135","miR-6810-5p","ZBTB20"
"346136","miR-6810-5p","ZBTB37"
"346137","miR-6810-5p","ZNF516"
"346138","miR-6811-3p","PPIB"
"346139","miR-6811-3p","RPL13A"
"346140","miR-6811-3p","UNC5B"
"346141","miR-6811-3p","ZNF175"
"346142","miR-6811-5p","BCAP31"
"346143","miR-6811-5p","CLDN4"
"346144","miR-6811-5p","CSK"
"346145","miR-6811-5p","GATA2"
"346146","miR-6811-5p","HIC2"
"346147","miR-6811-5p","HSPG2"
"346148","miR-6811-5p","LDLR"
"346149","miR-6811-5p","LMNB2"
"346150","miR-6811-5p","LRRC58"
"346151","miR-6811-5p","MECP2"
"346152","miR-6811-5p","NGFR"
"346153","miR-6811-5p","NUDT8"
"346154","miR-6811-5p","NUP98"
"346155","miR-6811-5p","RBPJ"
"346156","miR-6811-5p","TMEM184B"
"346157","miR-6812-5p","ARL2"
"346158","miR-6812-5p","C8orf58"
"346159","miR-6812-5p","CBX6"
"346160","miR-6812-5p","CCND1"
"346161","miR-6812-5p","CDKN1A"
"346162","miR-6812-5p","CHERP"
"346163","miR-6812-5p","ESS2"
"346164","miR-6812-5p","FBRS"
"346165","miR-6812-5p","FBXL18"
"346166","miR-6812-5p","GINS3"
"346167","miR-6812-5p","IP6K1"
"346168","miR-6812-5p","LMNB2"
"346169","miR-6812-5p","MEF2D"
"346170","miR-6812-5p","MLLT1"
"346171","miR-6812-5p","MLX"
"346172","miR-6812-5p","MPP2"
"346173","miR-6812-5p","PABPN1"
"346174","miR-6812-5p","PDLIM5"
"346175","miR-6812-5p","PLEKHM1"
"346176","miR-6812-5p","PPP1R9B"
"346177","miR-6812-5p","R3HDM4"
"346178","miR-6812-5p","RPS6KA4"
"346179","miR-6812-5p","SCAMP4"
"346180","miR-6812-5p","SELENON"
"346181","miR-6812-5p","SPRY4"
"346182","miR-6812-5p","TCF3"
"346183","miR-6812-5p","TNRC18"
"346184","miR-6812-5p","TOR2A"
"346185","miR-6813-5p","AGAP1"
"346186","miR-6813-5p","AP1B1"
"346187","miR-6813-5p","APOBEC3C"
"346188","miR-6813-5p","ASB16"
"346189","miR-6813-5p","DLG5"
"346190","miR-6813-5p","EHD2"
"346191","miR-6813-5p","FAM129B"
"346192","miR-6813-5p","FOXJ2"
"346193","miR-6813-5p","HSD3B7"
"346194","miR-6813-5p","INTS3"
"346195","miR-6813-5p","KMT2A"
"346196","miR-6813-5p","KMT2B"
"346197","miR-6813-5p","LMNB2"
"346198","miR-6813-5p","NCEH1"
"346199","miR-6813-5p","NCOR2"
"346200","miR-6813-5p","NECTIN1"
"346201","miR-6813-5p","NFIC"
"346202","miR-6813-5p","PKM"
"346203","miR-6813-5p","PRRC2B"
"346204","miR-6813-5p","PTPA"
"346205","miR-6813-5p","RNF40"
"346206","miR-6813-5p","SEC22C"
"346207","miR-6813-5p","SF1"
"346208","miR-6813-5p","SLC25A22"
"346209","miR-6813-5p","SLC7A5"
"346210","miR-6813-5p","SPRY4"
"346211","miR-6813-5p","STIP1"
"346212","miR-6813-5p","TMEM127"
"346213","miR-6813-5p","TRAF7"
"346214","miR-6813-5p","ZC3H7B"
"346215","miR-6814-3p","SKI"
"346216","miR-6814-5p","COL1A1"
"346217","miR-6814-5p","FZR1"
"346218","miR-6814-5p","HDGF"
"346219","miR-6814-5p","KCNH2"
"346220","miR-6814-5p","KCTD20"
"346221","miR-6814-5p","MYH9"
"346222","miR-6814-5p","PYCR1"
"346223","miR-6814-5p","SMCR8"
"346224","miR-6814-5p","TFAP2A"
"346225","miR-6815-3p","COL18A1"
"346226","miR-6815-3p","DOHH"
"346227","miR-6815-3p","HDGF"
"346228","miR-6815-3p","ISCU"
"346229","miR-6815-3p","NCEH1"
"346230","miR-6815-3p","44808"
"346231","miR-6815-3p","SOCS7"
"346232","miR-6815-3p","TM9SF4"
"346233","miR-6815-5p","ABL1"
"346234","miR-6815-5p","AP2B1"
"346235","miR-6815-5p","C1QTNF1"
"346236","miR-6815-5p","GPRC5A"
"346237","miR-6815-5p","HMGA1"
"346238","miR-6815-5p","HNRNPA0"
"346239","miR-6815-5p","LDHA"
"346240","miR-6815-5p","MAFK"
"346241","miR-6815-5p","NACC1"
"346242","miR-6815-5p","NFIC"
"346243","miR-6815-5p","PLEKHB2"
"346244","miR-6815-5p","TOB2"
"346245","miR-6815-5p","TTYH3"
"346246","miR-6815-5p","WBP2"
"346247","miR-6815-5p","ZMIZ2"
"346248","miR-6816-3p","NUCKS1"
"346249","miR-6816-3p","NUMA1"
"346250","miR-6816-3p","PIAS4"
"346251","miR-6816-3p","REXO1"
"346252","miR-6816-3p","RHOA"
"346253","miR-6816-5p","AMH"
"346254","miR-6816-5p","ASB16"
"346255","miR-6816-5p","BCL9L"
"346256","miR-6816-5p","CBX8"
"346257","miR-6816-5p","CDKN1A"
"346258","miR-6816-5p","CSK"
"346259","miR-6816-5p","FOXK1"
"346260","miR-6816-5p","GATAD2A"
"346261","miR-6816-5p","GMEB2"
"346262","miR-6816-5p","GNAI2"
"346263","miR-6816-5p","LSP1"
"346264","miR-6816-5p","MRPL44"
"346265","miR-6816-5p","MTA1"
"346266","miR-6816-5p","NACC1"
"346267","miR-6816-5p","PBX2"
"346268","miR-6816-5p","PHACTR4"
"346269","miR-6816-5p","REPIN1"
"346270","miR-6816-5p","REXO1"
"346271","miR-6816-5p","RHOB"
"346272","miR-6816-5p","RPL28"
"346273","miR-6816-5p","RUNX3"
"346274","miR-6816-5p","SBF1"
"346275","miR-6816-5p","SBK1"
"346276","miR-6816-5p","SLC39A11"
"346277","miR-6816-5p","SLC7A5"
"346278","miR-6816-5p","SPATA2"
"346279","miR-6816-5p","TPM3"
"346280","miR-6816-5p","UQCC3"
"346281","miR-6816-5p","ZBTB7B"
"346282","miR-6816-5p","ZCCHC3"
"346283","miR-6816-5p","ZNF516"
"346284","miR-6817-3p","CLU"
"346285","miR-6817-3p","DDR2"
"346286","miR-6817-3p","HDGF"
"346287","miR-6817-3p","HLA-C"
"346288","miR-6817-3p","MEPCE"
"346289","miR-6817-3p","NPLOC4"
"346290","miR-6817-3p","PEAK1"
"346291","miR-6817-3p","SGTA"
"346292","miR-6817-5p","HSPG2"
"346293","miR-6817-5p","NFIC"
"346294","miR-6817-5p","NUP98"
"346295","miR-6817-5p","SBK1"
"346296","miR-6817-5p","TBL3"
"346297","miR-6818-3p","SOCS7"
"346298","miR-6818-5p","MYH9"
"346299","miR-6818-5p","NAB2"
"346300","miR-6819-3p","ACTG1"
"346301","miR-6819-3p","ILF3"
"346302","miR-6819-3p","LARP1"
"346303","miR-6819-3p","RNF187"
"346304","miR-6819-5p","ARL2"
"346305","miR-6819-5p","C8orf58"
"346306","miR-6819-5p","CBX6"
"346307","miR-6819-5p","CCND1"
