"","miRNA","mRNA"
"42606","miR-301a-3p","NPTX1"
"42607","miR-130b-3p","NPTX1"
"42608","miR-454-3p","NPTX1"
"42609","miR-301b-3p","NPTX1"
"42610","miR-4295","NPTX1"
"42611","miR-3666","NPTX1"
"42612","miR-623","NPTX1"
"42613","miR-96-5p","NPTX1"
"42614","miR-1271-5p","NPTX1"
"42615","miR-17-5p","CCDC137"
"42616","miR-19a-3p","CCDC137"
"42617","miR-19b-3p","CCDC137"
"42618","miR-20a-5p","CCDC137"
"42619","miR-93-5p","CCDC137"
"42620","miR-106a-5p","CCDC137"
"42621","miR-130a-3p","CCDC137"
"42622","miR-106b-5p","CCDC137"
"42623","miR-301a-3p","CCDC137"
"42624","miR-130b-3p","CCDC137"
"42625","miR-20b-5p","CCDC137"
"42626","miR-519c-3p","CCDC137"
"42627","miR-526b-3p","CCDC137"
"42628","miR-519b-3p","CCDC137"
"42629","miR-519d-3p","CCDC137"
"42630","miR-519a-3p","CCDC137"
"42631","miR-450a-2-3p","CCDC137"
"42632","miR-605-3p","CCDC137"
"42633","miR-454-3p","CCDC137"
"42634","miR-301b-3p","CCDC137"
"42635","miR-1910-3p","CCDC137"
"42636","miR-2110","CCDC137"
"42637","miR-4295","CCDC137"
"42638","miR-4271","CCDC137"
"42639","miR-3666","CCDC137"
"42640","miR-3714","CCDC137"
"42641","miR-4725-3p","CCDC137"
"42642","miR-4747-5p","CCDC137"
"42643","miR-5196-5p","CCDC137"
"42644","miR-6511a-5p","CCDC137"
"42645","miR-6780b-5p","CCDC137"
"42646","miR-17-5p","FOXK2"
"42647","miR-20a-5p","FOXK2"
"42648","miR-93-5p","FOXK2"
"42649","miR-106a-5p","FOXK2"
"42650","miR-7-5p","FOXK2"
"42651","miR-106b-5p","FOXK2"
"42652","miR-302a-3p","FOXK2"
"42653","miR-302b-3p","FOXK2"
"42654","miR-302c-3p","FOXK2"
"42655","miR-302d-3p","FOXK2"
"42656","miR-372-3p","FOXK2"
"42657","miR-373-3p","FOXK2"
"42658","miR-20b-5p","FOXK2"
"42659","miR-520e","FOXK2"
"42660","miR-520f-3p","FOXK2"
"42661","miR-520a-3p","FOXK2"
"42662","miR-526b-3p","FOXK2"
"42663","miR-520b","FOXK2"
"42664","miR-520c-3p","FOXK2"
"42665","miR-519d-3p","FOXK2"
"42666","miR-520d-3p","FOXK2"
"42667","miR-636","FOXK2"
"42668","miR-302e","FOXK2"
"42669","miR-3166","FOXK2"
"42670","miR-3607-3p","FOXK2"
"42671","miR-3686","FOXK2"
"42672","miR-6077","FOXK2"
"42673","miR-1273h-3p","FOXK2"
"42674","miR-4772-3p","RAB40B"
"42675","miR-19a-3p","FN3KRP"
"42676","miR-19b-3p","FN3KRP"
"42677","miR-605-3p","VAMP3"
"42678","miR-1299","VAMP3"
"42679","miR-548n","DNAJB4"
"42680","miR-1284","DNAJB4"
"42681","miR-3607-5p","DNAJB4"
"42682","miR-4666a-5p","DNAJB4"
"42683","miR-190a-3p","ERRFI1"
"42684","miR-5011-5p","ERRFI1"
"42685","miR-15a-5p","NAPG"
"42686","miR-15b-5p","NAPG"
"42687","miR-126-5p","NAPG"
"42688","miR-195-5p","NAPG"
"42689","miR-424-5p","NAPG"
"42690","miR-497-5p","NAPG"
"42691","miR-374b-3p","NAPG"
"42692","miR-944","NAPG"
"42693","miR-3646","NAPG"
"42694","miR-4524a-5p","NAPG"
"42695","miR-4524b-5p","NAPG"
"42696","miR-6838-5p","NAPG"
"42697","miR-570-5p","PSMG2"
"42698","miR-595","PSMG2"
"42699","miR-1225-5p","PSMG2"
"42700","miR-1229-5p","PSMG2"
"42701","miR-548ag","PSMG2"
"42702","miR-548ai","PSMG2"
"42703","miR-548ba","PSMG2"
"42704","miR-190a-3p","SNRPD1"
"42705","miR-337-3p","SNRPD1"
"42706","miR-19a-3p","RBBP8"
"42707","miR-19b-3p","RBBP8"
"42708","miR-17-5p","CABLES1"
"42709","miR-20a-5p","CABLES1"
"42710","miR-93-5p","CABLES1"
"42711","miR-106a-5p","CABLES1"
"42712","miR-106b-5p","CABLES1"
"42713","miR-20b-5p","CABLES1"
"42714","miR-526b-3p","CABLES1"
"42715","miR-519d-3p","CABLES1"
"42716","miR-4531","CABLES1"
"42717","miR-4737","CABLES1"
"42718","miR-126-5p","DSG2"
"42719","miR-944","DSG2"
"42720","miR-494-3p","DSG2"
"42721","miR-510-3p","DSG2"
"42722","miR-190a-3p","B4GALT6"
"42723","miR-29a-3p","RNF138"
"42724","miR-30a-5p","RNF138"
"42725","miR-29b-3p","RNF138"
"42726","miR-30c-5p","RNF138"
"42727","miR-30d-5p","RNF138"
"42728","miR-147a","RNF138"
"42729","miR-30b-5p","RNF138"
"42730","miR-29c-3p","RNF138"
"42731","miR-30e-5p","RNF138"
"42732","miR-767-5p","RNF138"
"42733","miR-3663-3p","RNF138"
"42734","miR-6818-5p","RNF138"
"42735","miR-379-3p","MYL12B"
"42736","miR-411-3p","MYL12B"
"42737","miR-1253","MYL12B"
"42738","miR-4311","MYL12B"
"42739","miR-4251","MYL12B"
"42740","miR-548ao-5p","MYL12B"
"42741","miR-548ax","MYL12B"
"42742","miR-6770-5p","MYL12B"
"42743","miR-15a-5p","GALNT1"
"42744","miR-16-5p","GALNT1"
"42745","miR-15b-5p","GALNT1"
"42746","miR-195-5p","GALNT1"
"42747","miR-323a-3p","GALNT1"
"42748","miR-424-5p","GALNT1"
"42749","miR-497-5p","GALNT1"
"42750","miR-577","GALNT1"
"42751","miR-590-3p","GALNT1"
"42752","miR-922","GALNT1"
"42753","miR-548e-5p","GALNT1"
"42754","miR-6838-5p","GALNT1"
"42755","miR-3163","SLC39A6"
"42756","miR-597-3p","TGIF1"
"42757","miR-2117","TGIF1"
"42758","miR-3692-3p","TGIF1"
"42759","miR-4717-3p","TGIF1"
"42760","miR-6716-5p","TGIF1"
"42761","miR-221-5p","C18orf25"
"42762","miR-656-3p","C18orf25"
"42763","miR-3128","C18orf25"
"42764","miR-4795-3p","C18orf25"
"42765","miR-8073","C18orf25"
"42766","miR-1229-3p","IER3IP1"
"42767","miR-33a-3p","SMAD7"
"42768","miR-383-3p","C18orf32"
"42769","miR-17-5p","PRKACB"
"42770","miR-19a-3p","PRKACB"
"42771","miR-20a-5p","PRKACB"
"42772","miR-106a-5p","PRKACB"
"42773","miR-203a-3p","PRKACB"
"42774","miR-106b-5p","PRKACB"
"42775","miR-302a-3p","PRKACB"
"42776","miR-302b-3p","PRKACB"
"42777","miR-302c-3p","PRKACB"
"42778","miR-302d-3p","PRKACB"
"42779","miR-372-3p","PRKACB"
"42780","miR-373-3p","PRKACB"
"42781","miR-20b-5p","PRKACB"
"42782","miR-520e","PRKACB"
"42783","miR-520f-3p","PRKACB"
"42784","miR-520a-3p","PRKACB"
"42785","miR-526b-3p","PRKACB"
"42786","miR-520b","PRKACB"
"42787","miR-520c-3p","PRKACB"
"42788","miR-519d-3p","PRKACB"
"42789","miR-520d-3p","PRKACB"
"42790","miR-513a-3p","PRKACB"
"42791","miR-636","PRKACB"
"42792","miR-548f-5p","PRKACB"
"42793","miR-548g-5p","PRKACB"
"42794","miR-302e","PRKACB"
"42795","miR-513c-3p","PRKACB"
"42796","miR-548x-5p","PRKACB"
"42797","miR-3606-3p","PRKACB"
"42798","miR-3622a-3p","PRKACB"
"42799","miR-3622b-3p","PRKACB"
"42800","miR-1273e","PRKACB"
"42801","miR-3660","PRKACB"
"42802","miR-548aj-5p","PRKACB"
"42803","miR-4526","PRKACB"
"42804","miR-548aw","PRKACB"
"42805","miR-106a-5p","SMAD4"
"42806","miR-106b-5p","SMAD4"
"42807","miR-20b-5p","SMAD4"
"42808","miR-519c-3p","SMAD4"
"42809","miR-526b-3p","SMAD4"
"42810","miR-519b-3p","SMAD4"
"42811","miR-519d-3p","SMAD4"
"42812","miR-519a-3p","SMAD4"
"42813","miR-551b-5p","SMAD4"
"42814","miR-548c-3p","SMAD4"
"42815","miR-301b-3p","SMAD4"
"42816","miR-548f-5p","SMAD4"
"42817","miR-548g-5p","SMAD4"
"42818","miR-548t-5p","SMAD4"
"42819","miR-548x-5p","SMAD4"
"42820","miR-4295","SMAD4"
"42821","miR-3666","SMAD4"
"42822","miR-548aj-5p","SMAD4"
"42823","miR-548aw","SMAD4"
"42824","miR-548az-5p","SMAD4"
"42825","miR-6715b-3p","SMAD4"
"42826","let-7a-5p","ONECUT2"
"42827","let-7b-5p","ONECUT2"
"42828","let-7c-5p","ONECUT2"
"42829","let-7e-5p","ONECUT2"
"42830","let-7f-5p","ONECUT2"
"42831","miR-98-5p","ONECUT2"
"42832","miR-10a-3p","ONECUT2"
"42833","let-7g-5p","ONECUT2"
"42834","let-7i-5p","ONECUT2"
"42835","miR-202-3p","ONECUT2"
"42836","miR-3200-5p","ONECUT2"
"42837","miR-4251","ONECUT2"
"42838","miR-4458","ONECUT2"
"42839","miR-4500","ONECUT2"
"42840","miR-4639-5p","NARS"
"42841","miR-3148","LMAN1"
"42842","miR-3607-3p","BCL10"
"42843","miR-15b-3p","PMAIP1"
"42844","miR-568","PMAIP1"
"42845","miR-570-5p","PMAIP1"
"42846","miR-624-3p","PMAIP1"
"42847","miR-3924","PMAIP1"
"42848","miR-548ag","PMAIP1"
"42849","miR-548ai","PMAIP1"
"42850","miR-4517","PMAIP1"
"42851","miR-4528","PMAIP1"
"42852","miR-5583-3p","PMAIP1"
"42853","miR-548ba","PMAIP1"
"42854","miR-3646","PMAIP1"
"42855","miR-29a-5p","PMAIP1"
"42856","miR-193a-3p","PMAIP1"
"42857","miR-934","PMAIP1"
"42858","miR-4699-3p","PMAIP1"
"42859","miR-22-5p","PMAIP1"
"42860","miR-2116-5p","PMAIP1"
"42861","miR-4677-5p","PMAIP1"
"42862","miR-4716-5p","PMAIP1"
"42863","miR-448","PMAIP1"
"42864","miR-519c-5p","PMAIP1"
"42865","miR-519b-5p","PMAIP1"
"42866","miR-523-5p","PMAIP1"
"42867","miR-518f-5p","PMAIP1"
"42868","miR-526a","PMAIP1"
"42869","miR-520c-5p","PMAIP1"
"42870","miR-518e-5p","PMAIP1"
"42871","miR-518d-5p","PMAIP1"
"42872","miR-522-5p","PMAIP1"
"42873","miR-519a-5p","PMAIP1"
"42874","miR-1298-5p","PMAIP1"
"42875","miR-4777-5p","PMAIP1"
"42876","miR-5700","PMAIP1"
"42877","miR-8076","PMAIP1"
"42878","miR-511-3p","PMAIP1"
"42879","miR-1185-2-3p","PMAIP1"
"42880","miR-1185-1-3p","PMAIP1"
"42881","miR-5591-3p","PMAIP1"
"42882","miR-488-5p","PMAIP1"
"42883","miR-3169","PMAIP1"
"42884","miR-3651","PMAIP1"
"42885","miR-26a-5p","PMAIP1"
"42886","miR-499a-5p","PMAIP1"
"42887","miR-548c-3p","PMAIP1"
"42888","miR-888-5p","PMAIP1"
"42889","miR-1297","PMAIP1"
"42890","miR-1244","PMAIP1"
"42891","miR-4432","PMAIP1"
"42892","miR-4465","PMAIP1"
"42893","miR-5697","PMAIP1"
"42894","miR-576-3p","PMAIP1"
"42895","miR-1294","PMAIP1"
"42896","miR-4316","PMAIP1"
"42897","miR-4775","PMAIP1"
"42898","miR-200b-3p","PMAIP1"
"42899","miR-429","PMAIP1"
"42900","miR-19a-3p","KIAA1468"
"42901","miR-19b-3p","KIAA1468"
"42902","miR-651-5p","KIAA1468"
"42903","miR-655-5p","KIAA1468"
"42904","miR-1258","KIAA1468"
"42905","miR-3163","KIAA1468"
"42906","miR-4443","KIAA1468"
"42907","miR-3689d","KIAA1468"
"42908","miR-6515-5p","KIAA1468"
"42909","miR-6851-5p","KIAA1468"
"42910","miR-548g-3p","ZCCHC2"
"42911","miR-548t-5p","ZCCHC2"
"42912","miR-3609","ZCCHC2"
"42913","miR-548ah-5p","ZCCHC2"
"42914","miR-4460","ZCCHC2"
"42915","miR-4528","ZCCHC2"
"42916","miR-548av-3p","ZCCHC2"
"42917","miR-548az-5p","ZCCHC2"
"42918","let-7a-2-3p","ZCCHC2"
"42919","miR-16-1-3p","ZCCHC2"
"42920","let-7g-3p","ZCCHC2"
"42921","miR-144-3p","ZCCHC2"
"42922","miR-202-5p","ZCCHC2"
"42923","miR-875-5p","ZCCHC2"
"42924","miR-622","CYR61"
"42925","miR-21-3p","SH3GLB1"
"42926","miR-29a-3p","SH3GLB1"
"42927","miR-29b-3p","SH3GLB1"
"42928","miR-561-3p","SH3GLB1"
"42929","miR-767-5p","SH3GLB1"
"42930","miR-3920","SH3GLB1"
"42931","miR-3591-3p","SH3GLB1"
"42932","miR-5682","SH3GLB1"
"42933","miR-17-5p","RAB12"
"42934","miR-20a-5p","RAB12"
"42935","miR-93-5p","RAB12"
"42936","miR-106b-5p","RAB12"
"42937","miR-20b-5p","RAB12"
"42938","miR-519d-3p","RAB12"
"42939","miR-143-5p","RAB12"
"42940","miR-152-3p","RAB12"
"42941","miR-148b-3p","RAB12"
"42942","miR-573","PKN2"
"42943","miR-3616-5p","PKN2"
"42944","miR-4795-5p","PKN2"
"42945","miR-5692a","PKN2"
"42946","miR-30a-5p","LRRC8B"
"42947","miR-30c-5p","LRRC8B"
"42948","miR-30d-5p","LRRC8B"
"42949","miR-30b-5p","LRRC8B"
"42950","miR-30e-5p","LRRC8B"
"42951","miR-889-3p","LRRC8B"
"42952","miR-3529-3p","LRRC8B"
"42953","miR-181a-5p","CARM1"
"42954","miR-181b-5p","CARM1"
"42955","miR-181c-5p","CARM1"
"42956","miR-181d-5p","CARM1"
"42957","miR-30c-5p","LDLR"
"42958","miR-30d-5p","LDLR"
"42959","miR-30b-5p","LDLR"
"42960","miR-30e-5p","LDLR"
"42961","miR-17-5p","LDLR"
"42962","miR-19a-3p","LDLR"
"42963","miR-20a-5p","LDLR"
"42964","miR-106a-5p","LDLR"
"42965","miR-106b-5p","LDLR"
"42966","miR-301a-3p","LDLR"
"42967","miR-20b-5p","LDLR"
"42968","miR-519c-3p","LDLR"
"42969","miR-526b-3p","LDLR"
"42970","miR-519b-3p","LDLR"
"42971","miR-519d-3p","LDLR"
"42972","miR-520g-3p","LDLR"
"42973","miR-520h","LDLR"
"42974","miR-519a-3p","LDLR"
"42975","miR-605-5p","LDLR"
"42976","miR-548c-3p","LDLR"
"42977","miR-454-3p","LDLR"
"42978","miR-301b-3p","LDLR"
"42979","miR-4295","LDLR"
"42980","miR-4301","LDLR"
"42981","miR-4286","LDLR"
"42982","miR-3613-3p","LDLR"
"42983","miR-3666","LDLR"
"42984","miR-4668-3p","LDLR"
"42985","miR-4803","LDLR"
"42986","miR-181a-5p","LDLR"
"42987","miR-181b-5p","LDLR"
"42988","miR-181c-5p","LDLR"
"42989","miR-27b-3p","LDLR"
"42990","miR-181d-5p","LDLR"
"42991","miR-506-5p","LDLR"
"42992","miR-641","LDLR"
"42993","miR-4262","LDLR"
"42994","miR-3617-5p","LDLR"
"42995","miR-187-5p","MIDN"
"42996","miR-222-3p","MIDN"
"42997","miR-873-3p","MIDN"
"42998","miR-1279","MIDN"
"42999","miR-2110","MIDN"
"43000","miR-548v","MIDN"
"43001","miR-4271","MIDN"
"43002","miR-4487","MIDN"
"43003","miR-4667-5p","MIDN"
"43004","miR-4700-5p","MIDN"
"43005","miR-4725-3p","MIDN"
"43006","miR-4731-5p","MIDN"
"43007","miR-4747-5p","MIDN"
"43008","miR-5196-5p","MIDN"
"43009","miR-5580-3p","MIDN"
"43010","miR-6780b-5p","MIDN"
"43011","miR-6874-5p","MIDN"
"43012","miR-8089","MIDN"
"43013","miR-17-5p","MIDN"
"43014","miR-20a-5p","MIDN"
"43015","miR-106a-5p","MIDN"
"43016","miR-153-5p","MIDN"
"43017","miR-106b-5p","MIDN"
"43018","miR-20b-5p","MIDN"
"43019","miR-519c-3p","MIDN"
"43020","miR-526b-3p","MIDN"
"43021","miR-519b-3p","MIDN"
"43022","miR-519d-3p","MIDN"
"43023","miR-519a-3p","MIDN"
"43024","miR-1250-3p","MIDN"
"43025","miR-3607-3p","MIDN"
"43026","miR-3686","MIDN"
"43027","miR-3609","MIDN"
"43028","miR-548ah-5p","MIDN"
"43029","miR-148a-5p","CALR"
"43030","miR-516a-5p","CALR"
"43031","miR-875-3p","CALR"
"43032","miR-1254","CALR"
"43033","miR-3116","CALR"
"43034","miR-3148","CALR"
"43035","miR-3646","CALR"
"43036","miR-3662","CALR"
"43037","miR-6849-3p","CALR"
"43038","miR-3622a-3p","GTPBP3"
"43039","miR-3622b-3p","GTPBP3"
"43040","miR-4682","GTPBP3"
"43041","miR-224-3p","SSBP4"
"43042","miR-522-3p","SSBP4"
"43043","miR-924","SSBP4"
"43044","miR-3163","SSBP4"
"43045","miR-5007-5p","SSBP4"
"43046","miR-6830-3p","SSBP4"
"43047","miR-4668-5p","MKNK2"
"43048","miR-16-2-3p","ZNF431"
"43049","miR-195-3p","ZNF431"
"43050","miR-155-5p","ZNF431"
"43051","miR-941","ZNF431"
"43052","miR-383-3p","CCNE1"
"43053","miR-497-5p","CCNE1"
"43054","miR-4524a-5p","CCNE1"
"43055","miR-4694-3p","CCNE1"
"43056","miR-4524b-5p","CCNE1"
"43057","miR-6838-5p","CCNE1"
"43058","miR-190a-3p","ZNF507"
"43059","miR-3681-5p","ZNF507"
"43060","miR-3915","ZNF507"
"43061","miR-3928-3p","ZNF507"
"43062","miR-5011-5p","ZNF507"
"43063","miR-6849-5p","ZNF507"
"43064","miR-8056","ZNF507"
"43065","miR-18a-5p","ZNF507"
"43066","miR-30a-5p","ZNF507"
"43067","miR-106a-3p","ZNF507"
"43068","miR-30c-5p","ZNF507"
"43069","miR-30d-5p","ZNF507"
"43070","miR-30b-5p","ZNF507"
"43071","miR-30e-5p","ZNF507"
"43072","miR-18b-5p","ZNF507"
"43073","miR-4495","ZNF507"
"43074","miR-4681","ZNF507"
"43075","miR-4735-3p","ZNF507"
"43076","miR-4747-5p","ZNF507"
"43077","miR-4802-3p","ZNF507"
"43078","miR-5196-5p","ZNF507"
"43079","miR-590-3p","ZNF507"
"43080","miR-3148","NUDT19"
"43081","miR-6124","NUDT19"
"43082","miR-29a-3p","KCTD15"
"43083","miR-29b-3p","KCTD15"
"43084","miR-146a-5p","KCTD15"
"43085","miR-488-5p","KCTD15"
"43086","miR-146b-5p","KCTD15"
"43087","miR-577","KCTD15"
"43088","miR-589-5p","KCTD15"
"43089","miR-3136-5p","KCTD15"
"43090","miR-4251","KCTD15"
"43091","miR-3663-3p","KCTD15"
"43092","miR-4439","KCTD15"
"43093","miR-6857-3p","KCTD15"
"43094","miR-7153-5p","KCTD15"
"43095","miR-133a-3p","UBA2"
"43096","miR-17-5p","GRAMD1A"
"43097","miR-20a-5p","GRAMD1A"
"43098","miR-106b-5p","GRAMD1A"
"43099","miR-20b-5p","GRAMD1A"
"43100","miR-519d-3p","GRAMD1A"
"43101","miR-3163","MTF2"
"43102","miR-409-3p","MTF2"
"43103","miR-2054","MTF2"
"43104","miR-224-5p","COX6B1"
"43105","miR-433-3p","COX6B1"
"43106","miR-651-5p","COX6B1"
"43107","miR-374b-3p","COX6B1"
"43108","miR-4690-5p","COX6B1"
"43109","miR-6165","COX6B1"
"43110","miR-6510-5p","COX6B1"
"43111","miR-101-3p","TMED5"
"43112","miR-5186","ZNF566"
"43113","miR-190a-3p","ZNF529"
"43114","miR-7114-5p","ZNF529"
"43115","miR-142-5p","ACTN4"
"43116","miR-146a-3p","ACTN4"
"43117","miR-559","ACTN4"
"43118","miR-548b-5p","ACTN4"
"43119","miR-548a-5p","ACTN4"
"43120","miR-548c-5p","ACTN4"
"43121","miR-548d-5p","ACTN4"
"43122","miR-548j-5p","ACTN4"
"43123","miR-548h-5p","ACTN4"
"43124","miR-548i","ACTN4"
"43125","miR-3121-3p","ACTN4"
"43126","miR-548w","ACTN4"
"43127","miR-548y","ACTN4"
"43128","miR-548o-5p","ACTN4"
"43129","miR-548ab","ACTN4"
"43130","miR-548ad-5p","ACTN4"
"43131","miR-548ae-5p","ACTN4"
"43132","miR-548ak","ACTN4"
"43133","miR-548am-5p","ACTN4"
"43134","miR-4766-5p","ACTN4"
"43135","miR-548ap-5p","ACTN4"
"43136","miR-5571-5p","ACTN4"
"43137","miR-548aq-5p","ACTN4"
"43138","miR-548ar-5p","ACTN4"
"43139","miR-548as-5p","ACTN4"
"43140","miR-548au-5p","ACTN4"
"43141","miR-5590-3p","ACTN4"
"43142","miR-548ay-5p","ACTN4"
"43143","miR-548bb-5p","ACTN4"
"43144","miR-25-3p","MED29"
"43145","miR-32-5p","MED29"
"43146","miR-92a-3p","MED29"
"43147","miR-363-3p","MED29"
"43148","miR-367-3p","MED29"
"43149","miR-92b-3p","MED29"
"43150","miR-4719","MED29"
"43151","miR-4749-3p","MED29"
"43152","miR-373-5p","RPS16"
"43153","miR-616-5p","RPS16"
"43154","miR-371b-5p","RPS16"
"43155","miR-17-5p","FNBP1L"
"43156","miR-20a-5p","FNBP1L"
"43157","miR-93-5p","FNBP1L"
"43158","miR-106a-5p","FNBP1L"
"43159","miR-106b-5p","FNBP1L"
"43160","miR-20b-5p","FNBP1L"
"43161","miR-526b-3p","FNBP1L"
"43162","miR-519d-3p","FNBP1L"
"43163","miR-4329","ZBTB7A"
"43164","miR-3692-3p","SERTAD3"
"43165","miR-629-3p","HNRNPUL1"
"43166","miR-4320","HNRNPUL1"
"43167","miR-4450","HNRNPUL1"
"43168","miR-134-3p","HNRNPUL1"
"43169","miR-4259","HNRNPUL1"
"43170","miR-4425","HNRNPUL1"
"43171","miR-4778-5p","HNRNPUL1"
"43172","miR-7114-5p","HNRNPUL1"
"43173","miR-19a-3p","HNRNPUL1"
"43174","miR-19b-3p","HNRNPUL1"
"43175","miR-486-3p","HNRNPUL1"
"43176","miR-518a-5p","HNRNPUL1"
"43177","miR-527","HNRNPUL1"
"43178","miR-581","HNRNPUL1"
"43179","miR-2110","HNRNPUL1"
"43180","miR-4471","HNRNPUL1"
"43181","miR-548at-5p","HNRNPUL1"
"43182","miR-8059","HNRNPUL1"
"43183","miR-25-3p","CIC"
"43184","miR-32-5p","CIC"
"43185","miR-92a-3p","CIC"
"43186","miR-363-3p","CIC"
"43187","miR-367-3p","CIC"
"43188","miR-92b-3p","CIC"
"43189","miR-5589-3p","CIC"
"43190","miR-6815-3p","CIC"
"43191","miR-4272","PVR"
"43192","miR-25-3p","PPP1R37"
"43193","miR-32-5p","PPP1R37"
"43194","miR-92a-3p","PPP1R37"
"43195","miR-125b-5p","PPP1R37"
"43196","miR-125a-5p","PPP1R37"
"43197","miR-363-3p","PPP1R37"
"43198","miR-367-3p","PPP1R37"
"43199","miR-345-3p","PPP1R37"
"43200","miR-92b-3p","PPP1R37"
"43201","miR-670-5p","PPP1R37"
"43202","miR-4319","PPP1R37"
"43203","miR-4325","PPP1R37"
"43204","miR-4732-3p","PPP1R37"
"43205","miR-6736-3p","PPP1R37"
"43206","miR-7106-3p","PPP1R37"
"43207","miR-7113-3p","PPP1R37"
"43208","miR-7703","PPP1R37"
"43209","miR-4323","PPP1R37"
"43210","miR-4797-5p","PPP1R37"
"43211","miR-490-5p","CALM3"
"43212","miR-432-3p","CALM3"
"43213","miR-641","CALM3"
"43214","miR-1972","CALM3"
"43215","miR-3142","CALM3"
"43216","miR-3617-5p","CALM3"
"43217","miR-4650-5p","CALM3"
"43218","miR-1245b-5p","CALM3"
"43219","miR-4802-3p","CALM3"
"43220","miR-6077","CALM3"
"43221","miR-29a-3p","CALM3"
"43222","miR-29b-3p","CALM3"
"43223","miR-29c-3p","CALM3"
"43224","miR-4304","CALM3"
"43225","miR-3622b-5p","CALM3"
"43226","miR-4678","CALM3"
"43227","miR-4733-3p","CALM3"
"43228","miR-5187-5p","CALM3"
"43229","miR-5682","CALM3"
"43230","miR-6728-5p","CALM3"
"43231","miR-570-3p","CALM3"
"43232","miR-4742-3p","CALM3"
"43233","miR-5698","SLC1A5"
"43234","miR-200b-5p","BICRA"
"43235","miR-200a-5p","BICRA"
"43236","miR-600","BICRA"
"43237","miR-3923","BICRA"
"43238","miR-3153","EPN1"
"43239","miR-6733-5p","EPN1"
"43240","miR-6739-5p","EPN1"
"43241","miR-25-3p","ZNF264"
"43242","miR-32-5p","ZNF264"
"43243","miR-92a-3p","ZNF264"
"43244","miR-363-3p","ZNF264"
"43245","miR-367-3p","ZNF264"
"43246","miR-92b-3p","ZNF264"
"43247","miR-1200","ZNF264"
"43248","miR-3163","ZNF264"
"43249","miR-4324","ZNF264"
"43250","miR-3607-3p","ZNF264"
"43251","miR-5692a","ZNF264"
"43252","miR-142-5p","ZNF264"
"43253","miR-382-5p","ZNF264"
"43254","miR-495-5p","ZNF264"
"43255","miR-4313","ZNF264"
"43256","miR-3943","ZNF264"
"43257","miR-5590-3p","ZNF264"
"43258","miR-6755-3p","ZNF264"
"43259","miR-143-5p","ZNF460"
"43260","miR-455-5p","ZNF460"
"43261","miR-545-5p","ZNF460"
"43262","miR-573","ZNF460"
"43263","miR-595","ZNF460"
"43264","miR-648","ZNF460"
"43265","miR-3616-5p","ZNF460"
"43266","miR-3662","ZNF460"
"43267","miR-3944-5p","ZNF460"
"43268","miR-4641","ZNF460"
"43269","miR-4795-5p","ZNF460"
"43270","miR-155-3p","ZNF460"
"43271","miR-3074-3p","ZNF460"
"43272","miR-30a-5p","ZNF543"
"43273","miR-30c-5p","ZNF543"
"43274","miR-30d-5p","ZNF543"
"43275","miR-181b-3p","ZNF543"
"43276","miR-181b-2-3p","ZNF543"
"43277","miR-30e-5p","ZNF543"
"43278","miR-576-3p","ZNF543"
"43279","miR-653-3p","ZNF543"
"43280","miR-3607-3p","ZNF543"
"43281","miR-3653-3p","ZNF543"
"43282","miR-4420","ZNF543"
"43283","miR-642a-3p","ZNF543"
"43284","miR-642b-3p","ZNF543"
"43285","miR-4643","ZNF543"
"43286","miR-4717-3p","ZNF543"
"43287","miR-3191-3p","KHSRP"
"43288","miR-6795-5p","KHSRP"
"43289","miR-6887-5p","KHSRP"
"43290","miR-7109-5p","KHSRP"
"43291","miR-7110-3p","KHSRP"
"43292","miR-15a-5p","PNPLA6"
"43293","miR-214-3p","PNPLA6"
"43294","miR-15b-5p","PNPLA6"
"43295","miR-195-5p","PNPLA6"
"43296","miR-424-5p","PNPLA6"
"43297","miR-497-5p","PNPLA6"
"43298","miR-761","PNPLA6"
"43299","miR-3619-5p","PNPLA6"
"43300","miR-4459","PNPLA6"
"43301","miR-4524a-5p","PNPLA6"
"43302","miR-4716-3p","PNPLA6"
"43303","miR-4722-5p","PNPLA6"
"43304","miR-4723-5p","PNPLA6"
"43305","miR-4779","PNPLA6"
"43306","miR-4524b-5p","PNPLA6"
"43307","miR-5698","PNPLA6"
"43308","miR-6165","PNPLA6"
"43309","miR-6794-5p","PNPLA6"
"43310","miR-6798-3p","PNPLA6"
"43311","miR-6838-5p","PNPLA6"
"43312","miR-6870-5p","PNPLA6"
"43313","miR-7111-5p","PNPLA6"
"43314","miR-374a-5p","PTBP1"
"43315","miR-559","PTBP1"
"43316","miR-548b-5p","PTBP1"
"43317","miR-548a-5p","PTBP1"
"43318","miR-548c-5p","PTBP1"
"43319","miR-548d-5p","PTBP1"
"43320","miR-548j-5p","PTBP1"
"43321","miR-548h-5p","PTBP1"
"43322","miR-548i","PTBP1"
"43323","miR-548w","PTBP1"
"43324","miR-548y","PTBP1"
"43325","miR-548o-5p","PTBP1"
"43326","miR-548ab","PTBP1"
"43327","miR-548ad-5p","PTBP1"
"43328","miR-548ae-5p","PTBP1"
"43329","miR-548ak","PTBP1"
"43330","miR-548am-5p","PTBP1"
"43331","miR-548ap-5p","PTBP1"
"43332","miR-548aq-5p","PTBP1"
"43333","miR-548ar-5p","PTBP1"
"43334","miR-548as-5p","PTBP1"
