"","miRNA","mRNA"
"279675","let-7b-5p","MMGT1"
"279676","let-7b-5p","PUM1"
"279677","let-7b-5p","C16orf52"
"279678","let-7b-5p","SMC1L1"
"279679","let-7b-5p","NRXN1"
"279680","let-7b-5p","TARBP2"
"279681","let-7b-5p","SCARNA10"
"279682","let-7b-5p","PRKG1"
"279683","let-7b-5p","SYT15"
"279684","let-7b-5p","C6orf204"
"279685","let-7b-5p","DCUN1D4"
"279686","let-7b-5p","KIAA0247"
"279687","let-7b-5p","ESRRA"
"279688","let-7b-5p","CLIP1"
"279689","let-7b-5p","MIB1"
"279690","let-7b-5p","SNX16"
"279691","let-7b-5p","CDYL"
"279692","let-7b-5p","MINA"
"279693","let-7b-5p","COG4"
"279694","let-7b-5p","C1orf91"
"279695","let-7b-5p","IGSF3"
"279696","let-7b-5p","MAPRE3"
"279697","let-7b-5p","MTUS1"
"279698","let-7b-5p","PTCD3"
"279699","let-7b-5p","TPCN2"
"279700","let-7b-5p","TXLNG"
"279701","let-7b-5p","SERPINB1"
"279702","let-7b-5p","SLC16A9"
"279703","let-7b-5p","TSC22D2"
"279704","let-7b-5p","C2orf29"
"279705","let-7b-5p","RRBP1"
"279706","let-7b-5p","ANKS1A"
"279707","let-7b-5p","ZNF266"
"279708","let-7b-5p","DENND4B"
"279709","let-7b-5p","CDC42EP3"
"279710","let-7b-5p","BCAT1"
"279711","let-7b-5p","SP110"
"279712","let-7b-5p","LHX6"
"279713","let-7b-5p","DCLRE1B"
"279714","let-7b-5p","AKT3"
"279715","let-7b-5p","KDM2B"
"279716","let-7b-5p","TSG101"
"279717","let-7b-5p","TBC1D12"
"279718","let-7b-5p","C1orf21"
"279719","let-7b-5p","NOTCH2"
"279720","let-7b-5p","LRCH4"
"279721","let-7b-5p","ARG2"
"279722","let-7b-5p","RBPJ"
"279723","let-7b-5p","MRS2"
"279724","let-7b-5p","AGAP1"
"279725","let-7b-5p","LOC221710"
"279726","let-7b-5p","PPP3R1"
"279727","let-7b-5p","LDOC1"
"279728","let-7b-5p","TRIP10"
"279729","let-7b-5p","PITRM1"
"279730","let-7b-5p","MAP4K4"
"279731","let-7b-5p","KIF1B"
"279732","let-7b-5p","ZMYM1"
"279733","let-7b-5p","SOX6"
"279734","let-7b-5p","TRIM71"
"279735","let-7b-5p","DIP2C"
"279736","let-7b-5p","THUMPD1"
"279737","let-7b-5p","CSRNP2"
"279738","let-7b-5p","BLOC1S2"
"279739","let-7b-5p","PRKCH"
"279740","let-7b-5p","MBNL2"
"279741","let-7b-5p","PTPN3"
"279742","let-7b-5p","ADRBK2"
"279743","let-7b-5p","MAT2A"
"279744","let-7b-5p","WBP2"
"279745","let-7b-5p","VPS25"
"279746","let-7b-5p","LOC100132215"
"279747","let-7b-5p","RPS6KA4"
"279748","let-7b-5p","SPTBN4"
"279749","let-7b-5p","KIAA0776"
"279750","let-7b-5p","TMEM199"
"279751","let-7b-5p","RDX"
"279752","let-7b-5p","CERCAM"
"279753","let-7b-5p","CD46"
"279754","let-7b-5p","ZNF341"
"279755","let-7b-5p","ADCY9"
"279756","let-7b-5p","SCARA3"
"279757","let-7b-5p","CRY2"
"279758","let-7b-5p","RBM12B"
"279759","let-7b-5p","CHCHD3"
"279760","let-7b-5p","MOBKL2B"
"279761","let-7b-5p","C9orf25"
"279762","let-7b-5p","MPV17"
"279763","let-7b-5p","C7orf58"
"279764","let-7b-5p","ZNF740"
"279765","let-7b-5p","NRF1"
"279767","let-7b-5p","ZDHHC16"
"279768","let-7b-5p","SMAP2"
"279769","let-7b-5p","SCCPDH"
"279770","let-7b-5p","AAK1"
"279771","let-7b-5p","TNFAIP3"
"279772","let-7b-5p","PAPD4"
"279773","let-7b-5p","SLC12A7"
"279774","let-7b-5p","SFRS2B"
"279775","let-7b-5p","MAPK11"
"279776","let-7b-5p","POU2F1"
"279777","let-7b-5p","NXT2"
"279778","let-7b-5p","LASS2"
"279779","let-7b-5p","RAB40C"
"279780","let-7b-5p","ASCC3"
"279781","let-7b-5p","PCGF3"
"279782","let-7b-5p","APBB2"
"279783","let-7b-5p","FICD"
"279784","let-7b-5p","ITGB8"
"279785","let-7b-5p","ARID3B"
"279786","let-7b-5p","MEIS2"
"279787","let-7b-5p","FOXK2"
"279788","let-7b-5p","SSFA2"
"279789","let-7b-5p","ZNF449"
"279790","let-7b-5p","THOP1"
"279791","let-7b-5p","TPCN1"
"279792","let-7b-5p","RBPMS"
"279793","let-7b-5p","C5orf51"
"279794","let-7b-5p","WDR82"
"279795","let-7b-5p","C17orf53"
"279796","let-7b-5p","ZNF512B"
"279797","let-7b-5p","CEP350"
"279798","let-7b-5p","BCCIP"
"279799","let-7b-5p","TPM3"
"279800","let-7b-5p","C1orf161"
"279801","let-7b-5p","PPP3CA"
"279802","let-7b-5p","RBM19"
"279803","let-7b-5p","TBKBP1"
"279804","let-7b-5p","ANKRD12"
"279805","let-7b-5p","LIMD2"
"279806","let-7b-5p","SENP2"
"279807","let-7b-5p","MON2"
"279808","let-7b-5p","YEATS2"
"279809","let-7b-5p","FBXO11"
"279810","let-7b-5p","FRG1"
"279811","let-7b-5p","RNF20"
"279812","let-7b-5p","IGF2BP3"
"279813","let-7b-5p","PNPLA2"
"279814","let-7b-5p","BPTF"
"279815","let-7b-5p","GAS7"
"279816","let-7b-5p","SMCR8"
"279817","let-7b-5p","ADPRH"
"279818","let-7b-5p","TIMM23"
"279819","let-7b-5p","CASK"
"279820","let-7b-5p","KIAA0895L"
"279821","let-7b-5p","ZYG11B"
"279822","let-7b-5p","ICMT"
"279823","let-7b-5p","INPP5A"
"279824","let-7b-5p","CNOT8"
"279825","let-7b-5p","CCL7"
"279826","let-7b-5p","MBOAT1"
"279827","let-7b-5p","CISH"
"279828","let-7b-5p","BET1L"
"279829","let-7b-5p","RAB5B"
"279830","let-7b-5p","SLC12A9"
"279831","let-7b-5p","SLC7A6"
"279832","let-7b-5p","TMEM189"
"279833","let-7b-5p","LBH"
"279834","let-7b-5p","DOCK4"
"279835","let-7b-5p","FECH"
"279836","let-7b-5p","C12orf49"
"279837","let-7b-5p","MTX3"
"279838","let-7b-5p","MAPKAPK5"
"279839","let-7b-5p","PPP2R2A"
"279840","let-7b-5p","ELK4"
"279841","let-7b-5p","FZD3"
"279842","let-7b-5p","SLC30A6"
"279843","let-7b-5p","FUBP3"
"279844","let-7b-5p","PRRC1"
"279845","let-7b-5p","TAB2"
"279846","let-7b-5p","MYB"
"279847","let-7b-5p","MFF"
"279848","let-7b-5p","CPE"
"279849","let-7b-5p","SNRPD1"
"279850","let-7b-5p","GTF2I"
"279851","let-7b-5p","PPPDE1"
"279852","let-7b-5p","KIAA1147"
"279853","let-7b-5p","GLUL"
"279854","let-7b-5p","SOX13"
"279855","let-7b-5p","UBE4B"
"279856","let-7b-5p","CAMK2D"
"279857","let-7b-5p","UBE2V1"
"279858","let-7b-5p","DCBLD1"
"279859","let-7b-5p","ZFYVE26"
"279860","let-7b-5p","WDR73"
"279861","let-7b-5p","PIGN"
"279862","let-7b-5p","FLNB"
"279863","let-7b-5p","INO80D"
"279864","let-7b-5p","SBK1"
"279865","let-7b-5p","EIF2AK1"
"279866","let-7b-5p","CUL3"
"279867","let-7b-5p","LYPD3"
"279868","let-7b-5p","TEAD1"
"279869","let-7b-5p","POLA1"
"279870","let-7b-5p","LAMA1"
"279871","let-7b-5p","BCL11B"
"279872","let-7b-5p","E2F2"
"279873","let-7b-5p","TGM2"
"279874","let-7b-5p","PDIK1L"
"279875","let-7b-5p","LOC90379"
"279876","let-7b-5p","SLC41A1"
"279877","let-7b-5p","MGA"
"279878","let-7b-5p","BTN2A1"
"279879","let-7b-5p","PPP4C"
"279880","let-7b-5p","FAM89A"
"279881","let-7b-5p","EPS15"
"279882","let-7b-5p","GCNT1"
"279883","let-7b-5p","TCEA1"
"279884","let-7b-5p","ARHGAP8"
"279885","let-7b-5p","ESYT1"
"279886","let-7b-5p","SLC9A6"
"279887","let-7b-5p","CYB5A"
"279888","let-7b-5p","PTPN9"
"279889","let-7b-5p","C12orf4"
"279890","let-7b-5p","TOR1AIP2"
"279891","let-7b-5p","HINT3"
"279892","let-7b-5p","C1orf93"
"279893","let-7b-5p","MUL1"
"279894","let-7b-5p","ANXA7"
"279895","let-7b-5p","ALKBH1"
"279896","let-7b-5p","PIM1"
"279897","let-7b-5p","HSPA4L"
"279898","let-7b-5p","ABL2"
"279899","let-7b-5p","ATP6V0A2"
"279900","let-7b-5p","FAM84B"
"279901","let-7b-5p","KLHDC8B"
"279902","let-7b-5p","CDK17"
"279903","let-7b-5p","PBRM1"
"279904","let-7b-5p","ARPP-19"
"279905","let-7b-5p","ZSCAN12"
"279906","let-7b-5p","EPSTI1"
"279907","let-7b-5p","UTP15"
"279908","let-7b-5p","KDM5A"
"279909","let-7b-5p","FAF2"
"279910","let-7b-5p","DVL3"
"279911","let-7b-5p","RPS6KB2"
"279912","let-7b-5p","TUSC2"
"279913","let-7b-5p","MBD1"
"279914","let-7b-5p","SLC39A9"
"279915","let-7b-5p","TAF5"
"279916","let-7b-5p","NLK"
"279917","let-7b-5p","SHISA2"
"279918","let-7b-5p","TIA1"
"279919","let-7b-5p","RRN3"
"279920","let-7b-5p","LCP1"
"279921","let-7b-5p","AVEN"
"279922","let-7b-5p","RBMS2"
"279923","let-7b-5p","TAF15"
"279924","let-7b-5p","ZNF451"
"279925","let-7b-5p","ZNF557"
"279926","let-7b-5p","RASA1"
"279927","let-7b-5p","NAGA"
"279928","let-7b-5p","FLJ25476"
"279929","let-7b-5p","BMP2"
"279930","let-7b-5p","CHEK1"
"279931","let-7b-5p","CPSF2"
"279932","let-7b-5p","PARP16"
"279933","let-7b-5p","ZNF614"
"279934","let-7b-5p","HNRNPA3"
"279935","let-7b-5p","AASS"
"279936","let-7b-5p","CLINT1"
"279937","let-7b-5p","LETMD1"
"279938","let-7b-5p","C1S"
"279939","let-7b-5p","C12orf48"
"279940","let-7b-5p","ARID1A"
"279941","let-7b-5p","MFSD8"
"279942","let-7b-5p","GEMIN7"
"279943","let-7b-5p","FAM43A"
"279944","let-7b-5p","MAPK4"
"279945","let-7b-5p","TTC39C"
"279946","let-7b-5p","TRIM14"
"279947","let-7b-5p","SOCS4"
"279948","let-7b-5p","TOMM20"
"279949","let-7b-5p","APBB3"
"279950","let-7b-5p","HOXA1"
"279951","let-7b-5p","PRRX1"
"279952","let-7b-5p","SLC35F1"
"279953","let-7b-5p","ZNF473"
"279954","let-7b-5p","PGM2L1"
"279955","let-7b-5p","HOXB4"
"279956","let-7b-5p","FOXN3"
"279957","let-7b-5p","PANK2"
"279958","let-7b-5p","RPLP0P2"
"279959","let-7b-5p","RPP14"
"279960","let-7b-5p","KIF5B"
"279961","let-7b-5p","SLC37A4"
"279962","let-7b-5p","SLC37A3"
"279963","let-7b-5p","GNG12"
"279964","let-7b-5p","NCOA7"
"279965","let-7b-5p","PPP1R11"
"279966","let-7b-5p","EIF5A2"
"279967","let-7b-5p","VTA1"
"279968","let-7b-5p","NUDT6"
"279969","let-7b-5p","POLR1B"
"279970","let-7b-5p","ZSWIM4"
"279971","let-7b-5p","LRRC59"
"279972","let-7b-5p","KIAA0319L"
"279973","let-7b-5p","PRTG"
"279974","let-7b-5p","TLN1"
"279975","let-7b-5p","SDR42E1"
"279976","let-7b-5p","MEIS3"
"279977","let-7b-5p","ZNF10"
"279978","let-7b-5p","SPAG1"
"279979","let-7b-5p","STXBP1"
"279980","let-7b-5p","SULF2"
"279981","let-7b-5p","TMEM201"
"279982","let-7b-5p","CHD9"
"279983","let-7b-5p","HSPB7"
"279984","let-7b-5p","NPL"
"279985","let-7b-5p","ROCK1"
"279986","let-7b-5p","LIPT2"
"279987","let-7b-5p","NRP2"
"279988","let-7b-5p","SLC19A2"
"279989","let-7b-5p","RFC1"
"279990","let-7b-5p","INADL"
"279991","let-7b-5p","BRF2"
"279992","let-7b-5p","USP38"
"279993","let-7b-5p","PL-5283"
"279994","let-7b-5p","LTBP1"
"279995","let-7b-5p","KDM3B"
"279996","let-7b-5p","RRAGD"
"279997","let-7b-5p","GABARAPL1"
"279998","let-7b-5p","GALNT4"
"279999","let-7b-5p","PTS"
"280000","let-7b-5p","TCF7L2"
"280001","let-7b-5p","RG9MTD3"
"280002","let-7b-5p","FOXO1"
"280003","let-7b-5p","PKN2"
"280004","let-7b-5p","RPUSD3"
"280005","let-7b-5p","FZD7"
"280006","let-7b-5p","EFNA3"
"280007","let-7b-5p","ZNF294"
"280008","let-7b-5p","LZTFL1"
"280009","let-7b-5p","FAM169A"
"280010","let-7b-5p","PLCXD3"
"280011","let-7b-5p","SCRN1"
"280012","let-7b-5p","CEP110"
"280013","let-7b-5p","LOC644538"
"280014","let-7b-5p","RAB8B"
"280015","let-7b-5p","KIF3B"
"280016","let-7b-5p","EDEM3"
"280017","let-7b-5p","MED19"
"280018","let-7b-5p","H2AFV"
"280019","let-7b-5p","LYPD1"
"280020","let-7b-5p","ARAP2"
"280021","let-7b-5p","CTNNBL1"
"280022","let-7b-5p","PBX2"
"280023","let-7b-5p","BMI1"
"280024","let-7b-5p","EIF4G1"
"280025","let-7b-5p","FGR"
"280026","let-7b-5p","ZNF354A"
"280027","let-7b-5p","MLLT10"
"280028","let-7b-5p","SPOCK1"
"280029","let-7b-5p","CDCA7L"
"280030","let-7b-5p","ANKRD27"
"280031","let-7b-5p","ABR"
"280032","let-7b-5p","NRARP"
"280033","let-7b-5p","GPCPD1"
"280034","let-7b-5p","SEC23IP"
"280035","let-7b-5p","STARD3NL"
"280036","let-7b-5p","TIMM17B"
"280037","let-7b-5p","IPO4"
"280038","let-7b-5p","C1orf38"
"280039","let-7b-5p","CCT3"
"280040","let-7b-5p","CHSY3"
"280042","let-7b-5p","VAV3"
"280043","let-7b-5p","SENP1"
"280044","let-7b-5p","CRB1"
"280045","let-7b-5p","ZCCHC3"
"280046","let-7b-5p","C6orf155"
"280047","let-7b-5p","ARL3"
"280048","let-7b-5p","ANKRD13B"
"280049","let-7b-5p","SNX1"
"280050","let-7b-5p","TCERG1"
"280051","let-7b-5p","TMEM38B"
"280052","let-7b-5p","TDG"
"280053","let-7b-5p","MICAL3"
"280054","let-7b-5p","CASD1"
"280055","let-7b-5p","L2HGDH"
"280056","let-7b-5p","PPP1R8"
"280057","let-7b-5p","SLC26A2"
"280058","let-7b-5p","ZER1"
"280059","let-7b-5p","THAP2"
"280060","let-7b-5p","ZNF318"
"280061","let-7b-5p","PITPNM3"
"280062","let-7b-5p","PSMD7"
"280063","let-7b-5p","TRABD"
"280064","let-7b-5p","NETO2"
"280065","let-7b-5p","TMEM45B"
"280066","let-7b-5p","DUSP7"
"280067","let-7b-5p","SLC35D2"
"280068","let-7b-5p","ABCD3"
"280069","let-7b-5p","MYCN"
"280070","let-7b-5p","INSIG1"
"280071","let-7b-5p","WDR45L"
"280072","let-7b-5p","ZNF385B"
"280073","let-7b-5p","IFT80"
"280075","let-7b-5p","C15orf39"
"280076","let-7b-5p","RNF5"
"280077","let-7b-5p","KHDRBS1"
"280078","let-7b-5p","MFSD4"
"280079","let-7b-5p","LOC100272228"
"280080","let-7b-5p","SUB1"
"280081","let-7b-5p","KIF27"
"280082","let-7b-5p","FAM190A"
"280083","let-7b-5p","COL4A2"
"280084","let-7b-5p","SIX4"
"280085","let-7b-5p","MTFR1"
"280086","let-7b-5p","LTA"
"280087","let-7b-5p","FAM195B"
"280088","let-7b-5p","SLC35C2"
"280089","let-7b-5p","ABCC1"
"280090","let-7b-5p","RBMS1"
"280091","let-7b-5p","COG5"
"280092","let-7b-5p","KHNYN"
"280093","let-7b-5p","SDR16C5"
"280094","let-7b-5p","RNFT1"
"280095","let-7b-5p","ADIPOR2"
"280096","let-7b-5p","PACS1"
"280097","let-7b-5p","LRIG3"
"280098","let-7b-5p","KIF21A"
"280099","let-7b-5p","ZBTB10"
"280100","let-7b-5p","C6orf168"
"280101","let-7b-5p","ABCC2"
"280102","let-7b-5p","ITGA11"
"280103","let-7b-5p","SYNJ1"
"280104","let-7b-5p","MAP3K2"
"280105","let-7b-5p","IL6R"
"280106","let-7b-5p","CHD7"
"280107","let-7b-5p","MEF2D"
"280108","let-7b-5p","NCAPD2"
"280109","let-7b-5p","FAM173B"
"280110","let-7b-5p","ANKLE2"
"280111","let-7b-5p","ZNF746"
"280112","let-7b-5p","TXNDC16"
"280113","let-7b-5p","NTRK2"
"280114","let-7b-5p","C22orf32"
"280115","let-7b-5p","MZF1"
"280116","let-7b-5p","SFRS18"
"280117","let-7b-5p","BAG4"
"280118","let-7b-5p","WDR48"
"280119","let-7b-5p","TBC1D13"
"280120","let-7b-5p","RAB18"
"280121","let-7b-5p","CEP120"
"280122","let-7b-5p","REC8"
"280123","let-7b-5p","TAP2"
"280124","let-7b-5p","GPR156"
"280125","let-7b-5p","VANGL2"
"280126","let-7b-5p","BNIP3L"
"280127","let-7b-5p","PTGFRN"
"280128","let-7b-5p","ZMYND11"
"280129","let-7b-5p","DUSP6"
"280130","let-7b-5p","CWC25"
"280131","let-7b-5p","LOC150776"
"280132","let-7b-5p","PRR13"
"280133","let-7b-5p","SPATA6"
"280134","let-7b-5p","GANAB"
"280135","let-7b-5p","MDC1"
"280136","let-7b-5p","TP53INP1"
"280137","let-7b-5p","CLIP4"
"280138","let-7b-5p","AMMECR1L"
"280139","let-7b-5p","PRELID2"
"280140","let-7b-5p","CACHD1"
"280141","let-7b-5p","SYNCRIP"
"280142","let-7b-5p","POC1B-GALNT4"
"280143","let-7b-5p","PIK3R1"
"280144","let-7b-5p","LYPD5"
"280145","let-7b-5p","C11orf51"
"280146","let-7b-5p","SPIN3"
"280147","let-7b-5p","STARD7"
"280148","let-7b-5p","SH3BP5"
"280149","let-7b-5p","SCAMP3"
"280150","let-7b-5p","MLL2"
"280151","let-7b-5p","SP3"
"280152","let-7b-5p","S100PBP"
"280153","let-7b-5p","FOXP1"
"280154","let-7b-5p","UBL3"
"280155","let-7b-5p","ERO1L"
"280156","let-7b-5p","IKZF2"
"280157","let-7b-5p","SIN3A"
"280158","let-7b-5p","MAGEA12"
"280159","let-7b-5p","LIPA"
"280160","let-7b-5p","ACER2"
"280161","let-7b-5p","ELK3"
"280162","let-7b-5p","RFWD3"
"280163","let-7b-5p","RPUSD2"
"280164","let-7b-5p","C14orf149"
"280165","let-7b-5p","SNIP1"
"280166","let-7b-5p","ABCC5"
"280167","let-7b-5p","ZNF264"
"280168","let-7b-5p","IFNGR1"
"280169","let-7b-5p","PPP4R1"
"280170","let-7b-5p","TDP1"
"280171","let-7b-5p","GOLPH3"
"280172","let-7b-5p","B3GNT1"
"280173","let-7b-5p","TRIM2"
"280174","let-7b-5p","CBLB"
"280175","let-7b-5p","GCNT4"
"280176","let-7b-5p","CCNJ"
"280177","let-7b-5p","TBC1D14"
"280178","let-7b-5p","YIPF6"
"280179","let-7b-5p","SYNJ2"
"280180","let-7b-5p","GPR63"
"280181","let-7b-5p","PUNC"
"280182","let-7b-5p","UBAP2L"
"280183","let-7b-5p","AMD1"
"280184","let-7b-5p","NEURL"
"280185","let-7b-5p","TM4SF1"
"280186","let-7b-5p","SLC16A7"
"280187","let-7b-5p","CRIM1"
"280188","let-7b-5p","TRIM29"
"280189","let-7b-5p","NAT8L"
"280190","let-7b-5p","C1orf43"
"280191","let-7b-5p","NEK3"
"280192","let-7b-5p","ITPR3"
"280193","let-7b-5p","MICA"
"280194","let-7b-5p","ZFP14"
"280195","let-7b-5p","RAB11FIP2"
"280196","let-7b-5p","C11orf48"
"280197","let-7b-5p","RAD23B"
"280198","let-7b-5p","KIAA0922"
"280199","let-7b-5p","ZNF57"
"280200","let-7b-5p","SPTLC1"
"280201","let-7b-5p","DHX34"
"280202","let-7b-5p","METTL13"
"280203","let-7b-5p","POM121C"
"280204","let-7b-5p","ADSS"
"280205","let-7b-5p","CPEB4"
"280206","let-7b-5p","LRIG2"
"280207","let-7b-5p","SEC62"
"280208","let-7b-5p","TMEM66"
"280209","let-7b-5p","RAD9A"
"280210","let-7b-5p","RAP2C"
"280211","let-7b-5p","EPHA5"
"280212","let-7b-5p","CD200R1"
"280213","let-7b-5p","TPP1"
"280214","let-7b-5p","MORC3"
"280215","let-7b-5p","CDC42EP4"
"280216","let-7b-5p","CAND1"
"280217","let-7b-5p","PARS2"
"280218","let-7b-5p","ZNF92"
"280219","let-7b-5p","WBP4"
"280220","let-7b-5p","CEP57"
"280221","let-7b-5p","COL4A1"
"280222","let-7b-5p","KIAA0101"
"280223","let-7b-5p","CDR2"
"280224","let-7b-5p","F11R"
"280225","let-7b-5p","TMPRSS3"
"280226","let-7b-5p","MAPK9"
"280227","let-7b-5p","SLC1A4"
"280228","let-7b-5p","TMEM184B"
"280229","let-7b-5p","DCUN1D3"
"280230","let-7b-5p","NBPF3"
"280231","let-7b-5p","SAR1A"
"280232","let-7b-5p","OPA3"
"280233","let-7b-5p","SNRK"
"280234","let-7b-5p","PLAGL2"
"280235","let-7b-5p","P2RY1"
"280236","let-7b-5p","BDKRB2"
"280237","let-7b-5p","NGF"
"280238","let-7b-5p","ADAM15"
"280239","let-7b-5p","NMD3"
"280240","let-7b-5p","BCL9L"
"280241","let-7b-5p","NUDT15"
"280242","let-7b-5p","FAM103A1"
"280243","let-7b-5p","CTBP1"
"280244","let-7b-5p","TOP3A"
"280245","let-7b-5p","HSPA14"
"280246","let-7b-5p","LIPH"
"280247","let-7b-5p","TRIM68"
"280248","let-7b-5p","NEO1"
"280249","let-7b-5p","CCT5"
"280250","let-7b-5p","SOCS7"
"280251","let-7b-5p","PTBP2"
"280252","let-7b-5p","WIPI2"
"280253","let-7b-5p","SEC14L1"
"280254","let-7b-5p","CCR7"
"280255","let-7b-5p","CDCA8"
"280256","let-7b-5p","GMPPA"
"280257","let-7b-5p","CCDC28A"
"280258","let-7b-5p","PRKCA"
"280259","let-7b-5p","CCDC4"
"280260","let-7b-5p","ROBO1"
"280261","let-7b-5p","GABPA"
"280262","let-7b-5p","CWC22"
"280263","let-7b-5p","CCT2"
"280264","let-7b-5p","CDKN1B"
"280265","let-7b-5p","TMEM41B"
"280266","let-7b-5p","CDK4"
"280267","let-7b-5p","MARS"
"280268","let-7b-5p","CDK13"
"280269","let-7b-5p","CTSA"
"280270","let-7b-5p","HOXC5"
"280271","let-7b-5p","USP22"
"280272","let-7b-5p","TMX4"
"280273","let-7b-5p","FOXP2"
"280274","let-7b-5p","PUS7L"
"280275","let-7b-5p","FYTTD1"
"280276","let-7b-5p","HECTD1"
"280277","let-7b-5p","BSDC1"
"280278","let-7b-5p","HDHD1"
"280279","let-7b-5p","HAS2"
"280280","let-7b-5p","PRSS22"
"280281","let-7b-5p","C9orf72"
"280282","let-7b-5p","MTMR2"
"280283","let-7b-5p","ZNF304"
"280284","let-7b-5p","SNX6"
"280285","let-7b-5p","SMARCAL1"
"280286","let-7b-5p","FOSL1"
"280287","let-7b-5p","YWHAE"
"280288","let-7b-5p","TMED4"
"280289","let-7b-5p","RASSF8"
"280290","let-7b-5p","ARNT"
"280291","let-7b-5p","RNF38"
"280292","let-7b-5p","RAVER2"
"280293","let-7b-5p","OLR1"
"280294","let-7b-5p","EPHA3"
"280295","let-7b-5p","TRIM32"
"280296","let-7b-5p","RNF138"
"280297","let-7b-5p","NAA30"
"280298","let-7b-5p","RUFY3"
"280299","let-7b-5p","LOC606724"
"280300","let-7b-5p","DCAKD"
"280301","let-7b-5p","POLD3"
"280302","let-7b-5p","ZNF543"
"280303","let-7b-5p","SH3TC1"
"280304","let-7b-5p","GPR137"
"280305","let-7b-5p","LACTB"
"280306","let-7b-5p","ST7L"
"280307","let-7b-5p","FAM49B"
"280308","let-7b-5p","WLS"
"280309","let-7b-5p","CDKN2BAS"
"280310","let-7b-5p","KCTD14"
"280311","let-7b-5p","TRANK1"
"280312","let-7b-5p","SPATA2"
"280313","let-7b-5p","TTL"
"280314","let-7b-5p","ZNF281"
"280315","let-7b-5p","TRIM45"
"280316","let-7b-5p","ENTPD7"
"280317","let-7b-5p","TACC1"
"280318","let-7b-5p","PHOSPHO2-KLHL23"
"280319","let-7b-5p","PHACTR2"
"280320","let-7b-5p","TUBB"
"280321","let-7b-5p","WARS2"
"280322","let-7b-5p","ERCC5"
"280323","let-7b-5p","MTHFD2"
"280324","let-7b-5p","YIPF1"
"280325","let-7b-5p","IL28RA"
"280326","let-7b-5p","EPC2"
"280327","let-7b-5p","ZBTB8B"
"280328","let-7b-5p","ZC3H6"
"280329","let-7b-5p","CCDC76"
"280330","let-7b-5p","CYP2U1"
"280331","let-7b-5p","C11orf84"
"280332","let-7b-5p","BCKDHB"
"280333","let-7b-5p","PPP1CC"
"280334","let-7b-5p","POGLUT1"
"280335","let-7b-5p","SEC63"
"280336","let-7b-5p","BCAP29"
"280337","let-7b-5p","CYTSA"
"280338","let-7b-5p","TGFBR1"
"280339","let-7b-5p","DHCR24"
"280340","let-7b-5p","DAB2"
"280341","let-7b-5p","MED8"
"280342","let-7b-5p","AP2S1"
"280343","let-7b-5p","PAM"
"280344","let-7b-5p","DDX26B"
"280345","let-7b-5p","TPBG"
"280346","let-7b-5p","AK3"
"280347","let-7b-5p","WDR7"
"280348","let-7b-5p","IQCB1"
"280349","let-7b-5p","RPL35A"
"280350","let-7b-5p","MAPK1IP1L"
"280351","let-7b-5p","DDX19A"
"280352","let-7b-5p","TATDN2"
"280353","let-7b-5p","ZBTB24"
"280354","let-7b-5p","MXI1"
"280355","let-7b-5p","PRR14L"
"280356","let-7b-5p","METAP1"
"280357","let-7b-5p","DMXL1"
"280358","let-7b-5p","RNF111"
"280359","let-7b-5p","OPHN1"
"280360","let-7b-5p","NCOA3"
"280361","let-7b-5p","IL6"
"280362","let-7b-5p","TRIOBP"
"280363","let-7b-5p","GTF2IP1"
"280364","let-7b-5p","TRAF1"
"280365","let-7b-5p","UGGT1"
"280366","let-7b-5p","ABCF1"
"280367","let-7b-5p","RNF7"
"280368","let-7b-5p","RASL10B"
"280369","let-7b-5p","DDX46"
"280370","let-7b-5p","RBM26"
"280371","let-7b-5p","ARL8B"
"280372","let-7b-5p","ARHGAP29"
"280373","let-7b-5p","DEPDC5"
"280374","let-7b-5p","MTR"
"280375","let-7b-5p","PLRG1"
"280376","let-7b-5p","PM20D2"
"280377","let-7b-5p","NCLN"
"280378","let-7b-5p","SLC6A15"
"280379","let-7b-5p","ABL1"
"280380","let-7b-5p","PAN2"
"280381","let-7b-5p","C14orf147"
"280382","let-7b-5p","ENC1"
"280383","let-7b-5p","EPB49"
"280384","let-7b-5p","EBAG9"
"280385","let-7b-5p","CNTRL"
"280386","let-7b-5p","CACNB2"
"280387","let-7b-5p","PAPPA"
"280388","let-7b-5p","SLC7A11"
"280389","let-7b-5p","CLDN1"
"280390","let-7b-5p","COL5A1"
"280391","let-7b-5p","GALNT1"
"280392","let-7b-5p","ZNF192"
"280393","let-7b-5p","CNOT6L"
"280394","let-7b-5p","OSBPL8"
"280395","let-7b-5p","OTUD3"
"280396","let-7b-5p","DDI2"
"280397","let-7b-5p","PIP5K1A"
"280398","let-7b-5p","ZNF193"
"280399","let-7b-5p","ATAD2"
"280400","let-7b-5p","VCL"
"280401","let-7b-5p","LRP6"
"280402","let-7b-5p","LIN41"
"280403","let-7b-5p","DMTF1"
"280404","let-7b-5p","C16orf70"
"280405","let-7b-5p","C1orf96"
"280406","let-7b-5p","ATP6V1G1"
"280407","let-7b-5p","ZBTB8A"
"280408","let-7b-5p","HSPE1-MOB4"
"280409","let-7b-5p","SDF2"
"280410","let-7b-5p","LIMK2"
"280411","let-7b-5p","ITFG2"
"280412","let-7b-5p","ZSCAN2"
"280413","let-7b-5p","HOXB6"
"280414","let-7b-5p","MYO1F"
