"","miRNA","mRNA"
"99521","miR-18a-5p","LOC100286844"
"99522","miR-18a-5p","HIST1H4H"
"99523","miR-18a-5p","RNF43"
"99524","miR-18a-5p","NHLRC3"
"99525","miR-18a-5p","PPP1R10"
"99526","miR-18a-5p","ACAD8"
"99527","miR-18a-5p","PSMC3IP"
"99528","miR-18a-5p","SLITRK5"
"99529","miR-18a-5p","KIAA0513"
"99530","miR-18a-5p","PTPN12"
"99531","miR-18a-5p","TIFA"
"99532","miR-18a-5p","NT5C3L"
"99533","miR-18a-5p","SPOPL"
"99534","miR-18a-5p","PTPN1"
"99535","miR-18a-5p","ATP2B1"
"99536","miR-18a-5p","ZMIZ1"
"99537","miR-18a-5p","GUF1"
"99538","miR-18a-5p","TBL1XR1"
"99539","miR-18a-5p","HNRNPR"
"99540","miR-18a-5p","LASS5"
"99541","miR-18a-5p","ZNF747"
"99542","miR-18a-5p","TRUB1"
"99543","miR-18a-5p","OSBPL11"
"99544","miR-18a-5p","TTLL7"
"99545","miR-18a-5p","LRCH1"
"99546","miR-18a-5p","SUFU"
"99547","miR-18a-5p","SF3A3"
"99548","miR-18a-5p","SH3BGRL2"
"99549","miR-18a-5p","CDK5R1"
"99550","miR-18a-5p","MYADM"
"99551","miR-18a-5p","MSL1"
"99552","miR-18a-5p","SCOC"
"99553","miR-18a-5p","FAM117B"
"99554","miR-18a-5p","C19orf22"
"99555","miR-18a-5p","PLEKHO2"
"99556","miR-18a-5p","HEG1"
"99557","miR-18a-5p","MAP4K5"
"99558","miR-18a-5p","HTRA3"
"99559","miR-18a-5p","NAV2"
"99560","miR-18a-5p","UBE2Z"
"99561","miR-18a-5p","HELLS"
"99562","miR-18a-5p","ANKMY2"
"99563","miR-18a-5p","MTF1"
"99564","miR-18a-5p","POLQ"
"99565","miR-18a-5p","CLOCK"
"99566","miR-18a-5p","SH3BGR"
"99567","miR-18a-5p","MAPKSP1"
"99568","miR-18a-5p","GLRX5"
"99569","miR-18a-5p","CCDC85C"
"99570","miR-18a-5p","BNIP2"
"99571","miR-18a-5p","RPS6KA5"
"99572","miR-18a-5p","C14orf101"
"99573","miR-18a-5p","ZCCHC2"
"99574","miR-18a-5p","RLIM"
"99575","miR-18a-5p","TLE4"
"99576","miR-18a-5p","ZNF501"
"99577","miR-18a-5p","SDC4"
"99578","miR-18a-5p","TMEM117"
"99579","miR-18a-5p","AGK"
"99580","miR-18a-5p","SLC2A12"
"99581","miR-18a-5p","RYBP"
"99582","miR-18a-5p","NIPA1"
"99583","miR-18a-5p","ZNF492"
"99584","miR-18a-5p","MBOAT2"
"99585","miR-18a-5p","LOC641298"
"99586","miR-18a-5p","NDUFC2"
"99587","miR-18a-5p","JMY"
"99588","miR-18a-5p","EPHA4"
"99589","miR-18a-5p","EREG"
"99590","miR-18a-5p","ELP2"
"99591","miR-18a-5p","IPO11"
"99592","miR-18a-5p","RASAL2"
"99593","miR-18a-5p","PPP1R12B"
"99594","miR-18a-5p","SP1"
"99595","miR-18a-5p","TMEM127"
"99596","miR-18a-5p","LOC84856"
"99597","miR-18a-5p","DFFA"
"99598","miR-18a-5p","WNT5A"
"99599","miR-18a-5p","MYO5B"
"99600","miR-18a-5p","MAGI3"
"99601","miR-18a-5p","LPGAT1"
"99602","miR-18a-5p","TP53INP2"
"99603","miR-18a-5p","LACTB2"
"99604","miR-18a-5p","RCOR3"
"99605","miR-18a-5p","WASL"
"99606","miR-18a-5p","ARID4B"
"99607","miR-18a-5p","C16orf87"
"99608","miR-18a-5p","STX16"
"99609","miR-18a-5p","HMG20B"
"99610","miR-18a-5p","RNF114"
"99611","miR-18a-5p","SECISBP2L"
"99612","miR-18a-5p","ABI1"
"99613","miR-18a-5p","TCEAL7"
"99614","miR-18a-5p","FNIP2"
"99615","miR-18a-5p","ATP6V1A"
"99616","miR-18a-5p","SMC6"
"99617","miR-18a-5p","RAB3GAP1"
"99618","miR-18a-5p","DARS"
"99619","miR-18a-5p","CPSF6"
"99620","miR-18a-5p","NDUFS4"
"99621","miR-18a-5p","LRRC41"
"99622","miR-18a-5p","FAM89A"
"99623","miR-18a-5p","LIF"
"99624","miR-18a-5p","IBTK"
"99625","miR-18a-5p","ATP11A"
"99626","miR-18a-5p","POLE3"
"99627","miR-18a-5p","PAIP1"
"99628","miR-18a-5p","NAAA"
"99629","miR-18a-5p","SSH2"
"99630","miR-18a-5p","NUFIP2"
"99631","miR-18a-5p","ITPKB"
"99632","miR-18a-5p","RNF144A"
"99633","miR-18a-5p","C15orf42"
"99634","miR-18a-5p","ATL2"
"99635","miR-18a-5p","NCOA1"
"99636","miR-18a-5p","PNP"
"99637","miR-18a-5p","KHDRBS3"
"99638","miR-18a-5p","SLC12A6"
"99639","miR-18a-5p","GAPDH"
"99640","miR-18a-5p","TLN2"
"99641","miR-18a-5p","UBL5"
"99642","miR-18a-5p","COPZ1"
"99643","miR-18a-5p","MINPP1"
"99644","miR-18a-5p","LEMD3"
"99645","miR-18a-5p","CDS2"
"99646","miR-18a-5p","FAM13C"
"99647","miR-18a-5p","ESRP1"
"99648","miR-18a-5p","VPS54"
"99649","miR-18a-5p","PERQ1"
"99650","miR-18a-5p","FBXL5"
"99651","miR-18a-5p","DLC1"
"99652","miR-18a-5p","PDXDC1"
"99653","miR-18a-5p","FBN1"
"99654","miR-18a-5p","GNA11"
"99655","miR-18a-5p","ADO"
"99656","miR-18a-5p","CXorf40B"
"99657","miR-18a-5p","ALDH9A1"
"99658","miR-18a-5p","SPRED1"
"99659","miR-18a-5p","USP46"
"99660","miR-18a-5p","ZNF655"
"99661","miR-18a-5p","CTPS2"
"99662","miR-18a-5p","KIAA0802"
"99663","miR-18a-5p","ACADSB"
"99664","miR-18a-5p","SYNGR3"
"99665","miR-18a-5p","FIGN"
"99666","miR-18a-5p","F2R"
"99667","miR-18a-5p","TMBIM6"
"99668","miR-18a-5p","SRP54"
"99669","miR-18a-5p","EPT1"
"99670","miR-18a-5p","SUMO1"
"99671","miR-18a-5p","EIF4G3"
"99672","miR-18a-5p","C5orf44"
"99673","miR-18a-5p","PSMB1"
"99674","miR-18a-5p","DDX18"
"99675","miR-18a-5p","PDGFC"
"99676","miR-18a-5p","PBK"
"99677","miR-18a-5p","FTSJD1"
"99678","miR-18a-5p","KIAA0226"
"99679","miR-18a-5p","BTG2"
"99680","miR-18a-5p","AGBL5"
"99681","miR-18a-5p","ZNF627"
"99682","miR-18a-5p","SNURF"
"99683","miR-18a-5p","WDR6"
"99684","miR-18a-5p","TLL1"
"99685","miR-18a-5p","VLDLR"
"99686","miR-18a-5p","MARCH5"
"99687","miR-18a-5p","TRAPPC10"
"99688","miR-18a-5p","KLF6"
"99689","miR-18a-5p","DNMBP"
"99690","miR-18a-5p","DAAM2"
"99691","miR-18a-5p","EPM2A"
"99692","miR-18a-5p","ZNF800"
"99693","miR-18a-5p","SP100"
"99694","miR-18a-5p","CLCC1"
"99695","miR-18a-5p","CAD"
"99696","miR-18a-5p","CLSTN1"
"99697","miR-18a-5p","VCP"
"99698","miR-18a-5p","BVES"
"99699","miR-18a-5p","XPNPEP1"
"99700","miR-18a-5p","MRPS36"
"99701","miR-18a-5p","RIMKLB"
"99702","miR-18a-5p","PHF8"
"99703","miR-18a-5p","HERC3"
"99704","miR-18a-5p","FAM177A1"
"99705","miR-18a-5p","ZW10"
"99706","miR-18a-5p","ADAMTS3"
"99707","miR-18a-5p","ARHGEF3"
"99708","miR-18a-5p","ERLIN1"
"99709","miR-18a-5p","RBL2"
"99710","miR-18a-5p","PCSK1"
"99711","miR-18a-5p","KBTBD8"
"99712","miR-18a-5p","CANX"
"99713","miR-18a-5p","IPMK"
"99714","miR-18a-5p","BEND6"
"99715","miR-18a-5p","NIN"
"99716","miR-18a-5p","UFM1"
"99717","miR-18a-5p","TTC23"
"99718","miR-18a-5p","RGPD6"
"99719","miR-18a-5p","SLC35E1"
"99720","miR-18a-5p","NTAN1"
"99721","miR-18a-5p","AGTPBP1"
"99722","miR-18a-5p","PTK9"
"99723","miR-18a-5p","CCNG2"
"99724","miR-18a-5p","PIP5K1C"
"99725","miR-18a-5p","AKAP11"
"99726","miR-18a-5p","ZNF507"
"99727","miR-18a-5p","THUMPD3"
"99728","miR-18a-5p","AP3S2"
"99729","miR-18a-5p","SF3B14"
"99730","miR-18a-5p","CREM"
"99731","miR-18a-5p","CCNG1"
"99732","miR-18a-5p","PLEKHH1"
"99733","miR-18a-5p","YOD1"
"99734","miR-18a-5p","ORMDL3"
"99735","miR-18a-5p","ZNF551"
"99736","miR-18a-5p","SEH1L"
"99737","miR-18a-5p","HHLA3"
"99738","miR-18a-5p","MAN1A2"
"99739","miR-18a-5p","GOSR2"
"99740","miR-18a-5p","NDUFA12"
"99741","miR-18a-5p","UBTD2"
"99742","miR-18a-5p","GNL3L"
"99743","miR-18a-5p","CDK18"
"99744","miR-18a-5p","ORC3L"
"99745","miR-18a-5p","SMARCC2"
"99746","miR-18a-5p","TMEM2"
"99747","miR-18a-5p","TRIB1"
"99748","miR-18a-5p","BTBD7"
"99749","miR-18a-5p","RAB5A"
"99750","miR-18a-5p","UTRN"
"99751","miR-18a-5p","MED7"
"99752","miR-18a-5p","RBBP6"
"99753","miR-18a-5p","GABRB3"
"99754","miR-18a-5p","TNIP2"
"99755","miR-18a-5p","SENP6"
"99756","miR-18a-5p","CTNNA1"
"99757","miR-18a-5p","NRXN3"
"99758","miR-18a-5p","CAB39"
"99759","miR-18a-5p","HIF1A"
"99760","miR-18a-5p","SMARCA2"
"99761","miR-18a-5p","LARS"
"99762","miR-18a-5p","ESYT2"
"99763","miR-18a-5p","SEC24C"
"99764","miR-18a-5p","FBXW2"
"99765","miR-18a-5p","DYNC1I1"
"99766","miR-18a-5p","CLCN6"
"99767","miR-18a-5p","EFNB2"
"99768","miR-18a-5p","LETM1"
"99769","miR-18a-5p","C7orf53"
"99770","miR-18a-5p","NT5DC2"
"99771","miR-18a-5p","TAOK1"
"99772","miR-18a-5p","UQCRQ"
"99773","miR-18a-5p","C7orf49"
"99774","miR-18a-5p","ZNF367"
"99775","miR-18a-5p","TNRC6B"
"99776","miR-18a-5p","GTF3C1"
"99777","miR-18a-5p","XPO6"
"99778","miR-18a-5p","CLDN12"
"99779","miR-18a-5p","QKI"
"99780","miR-18a-5p","TTPAL"
"99781","miR-18a-5p","ATG2B"
"99782","miR-18a-5p","EIF1B"
"99783","miR-18a-5p","APP"
"99784","miR-18a-5p","TBC1D20"
"99785","miR-18a-5p","FAM45B"
"99786","miR-18a-5p","ZFR"
"99787","miR-18a-5p","SLC38A1"
"99788","miR-18a-5p","SUV420H1"
"99789","miR-18a-5p","KIAA1012"
"99790","miR-18a-5p","PCDHA5"
"99791","miR-18a-5p","CHST15"
"99792","miR-18a-5p","SOX21"
"99793","miR-18a-5p","CACNB4"
"99794","miR-18a-5p","DSC1"
"99795","miR-18a-5p","CASP2"
"99796","miR-18a-5p","NEDD4"
"99797","miR-18a-5p","PAK1IP1"
"99798","miR-18a-5p","CDK2"
"99799","miR-18a-5p","BTBD10"
"99800","miR-18a-5p","ZBTB47"
"99801","miR-18a-5p","PANX1"
"99802","miR-18a-5p","ATXN2L"
"99803","miR-18a-5p","AEBP2"
"99804","miR-18a-5p","POGZ"
"99805","miR-18a-5p","PPARGC1A"
"99806","miR-18a-5p","MARCH6"
"99807","miR-18a-5p","GNPDA2"
"99808","miR-18a-5p","LOC203547"
"99809","miR-18a-5p","DSTYK"
"99810","miR-18a-5p","ZNF25"
"99811","miR-18a-5p","CA2"
"99812","miR-18a-5p","GSK3B"
"99813","miR-18a-5p","SORBS2"
"99814","miR-18a-5p","SOAT1"
"99815","miR-18a-5p","MAP3K1"
"99816","miR-18a-5p","STAM2"
"99817","miR-18a-5p","FAM188A"
"99818","miR-18a-5p","NR3C1"
"99819","miR-18a-5p","CEP76"
"99820","miR-18a-5p","C7orf42"
"99821","miR-18a-5p","CBX2"
"99822","miR-18a-5p","THEX1"
"99823","miR-18a-5p","TOMM70A"
"99824","miR-18a-5p","DDX21"
"99825","miR-18a-5p","CAP1"
"99826","miR-18a-5p","VSIG10"
"99827","miR-18a-5p","SEC22B"
"99828","miR-18a-5p","SHOX2"
"99829","miR-18a-5p","TTC24"
"99830","miR-18a-5p","TNFRSF11B"
"99831","miR-18a-5p","SNTB1"
"99832","miR-18a-5p","SLC23A2"
"99833","miR-18a-5p","IL8"
"99834","miR-18a-5p","NR2E1"
"99835","miR-18a-5p","KIAA0947"
"99836","miR-18a-5p","WNT10B"
"99837","miR-18a-5p","TIPARP"
"99838","miR-18a-5p","HMBOX1"
"99839","miR-18a-5p","BTBD14B"
"99840","miR-18a-5p","C6orf120"
"99841","miR-18a-5p","ATRNL1"
"99842","miR-18a-5p","SEPHS1"
"99843","miR-18a-5p","CA13"
"99844","miR-18a-5p","PHC3"
"99845","miR-18a-5p","KCNH5"
"99846","miR-18a-5p","PSMC6"
"99847","miR-18a-5p","KIAA1826"
"99848","miR-18a-5p","SLC31A1"
"99849","miR-18a-5p","TRNT1"
"99850","miR-18a-5p","SETD8"
"99851","miR-18a-5p","MTMR4"
"99852","miR-18a-5p","STX3"
"99853","miR-18a-5p","PURA"
"99854","miR-18a-5p","GORASP2"
"99855","miR-18a-5p","SLC10A7"
"99856","miR-18a-5p","HOXA13"
"99857","miR-18a-5p","NUPL1"
"99858","miR-18a-5p","BBX"
"99859","miR-18a-5p","MMD"
"99860","miR-18a-5p","SACS"
"99861","miR-18a-5p","CRTC3"
"99862","miR-18a-5p","CCDC91"
"99863","miR-18a-5p","FGFR3"
"99864","miR-18a-5p","MED13"
"99865","miR-18a-5p","SLCO4A1"
"99866","miR-18a-5p","FNDC3A"
"99867","miR-18a-5p","TSC22D3"
"99868","miR-18a-5p","PCDHA6"
"99869","miR-18a-5p","ANUBL1"
"99870","miR-18a-5p","DCAF8"
"99871","miR-18a-5p","HOXA9"
"99872","miR-18a-5p","FAM3C"
"99873","miR-18a-5p","TEX2"
"99874","miR-18a-5p","TK1"
"99875","miR-18a-5p","RBM15"
"99876","miR-18a-5p","MAP4K3"
"99877","miR-18a-5p","EZR"
"99878","miR-18a-5p","RPRC1"
"99879","miR-18a-5p","SPEN"
"99880","miR-18a-5p","DNAJC5"
"99881","miR-18a-5p","BLZF1"
"99882","miR-18a-5p","NCRNA00085"
"99883","miR-18a-5p","AASDHPPT"
"99884","miR-18a-5p","HS2ST1"
"99885","miR-18a-5p","ZBTB6"
"99886","miR-18a-5p","MAP7D1"
"99887","miR-18a-5p","ATXN7L1"
"99888","miR-18a-5p","DEPDC1"
"99889","miR-18a-5p","FAM122A"
"99890","miR-18a-5p","IFNAR2"
"99891","miR-18a-5p","PGAP1"
"99892","miR-18a-5p","REXO2"
"99893","miR-18a-5p","TBCEL"
"99894","miR-18a-5p","IRF2"
"99895","miR-18a-5p","RNF187"
"99896","miR-18a-5p","HDGFRP3"
"99897","miR-18a-5p","VGLL4"
"99898","miR-18a-5p","LOC283567"
"99899","miR-18a-5p","TTC33"
"99900","miR-18a-5p","POM121"
"99901","miR-18a-5p","KANK1"
"99902","miR-18a-5p","ZNF738"
"99903","miR-18a-5p","ANXA5"
"99904","miR-18a-5p","C19orf12"
"99905","miR-18a-5p","DUSP16"
"99906","miR-18a-5p","MYD88"
"99907","miR-18a-5p","DPYSL3"
"99908","miR-18a-5p","CSRNP3"
"99909","miR-18a-5p","C5orf30"
"99910","miR-18a-5p","ALCAM"
"99911","miR-18a-5p","CABLES1"
"99912","miR-18a-5p","HAUS8"
"99913","miR-18a-5p","ZNF223"
"99914","miR-18a-5p","GLUD1"
"99915","miR-18a-5p","VPS13C"
"99916","miR-18a-5p","PPP6C"
"99917","miR-18a-5p","RANBP9"
"99918","miR-18a-5p","ARID4A"
"99919","miR-18a-5p","CAMLG"
"99920","miR-18a-5p","DCAF17"
"99921","miR-18a-5p","HHEX"
"99922","miR-18a-5p","SUMF1"
"99923","miR-18a-5p","IQSEC1"
"99924","miR-18a-5p","VAPB"
"99925","miR-18a-5p","EFHA1"
"99926","miR-18a-5p","SIM2"
"99927","miR-18a-5p","EFR3A"
"99928","miR-18a-5p","COG3"
"99929","miR-18a-5p","CCNI"
"99930","miR-18a-5p","C3orf52"
"99931","miR-18a-5p","STK39"
"99932","miR-18a-5p","ATXN1L"
"99933","miR-18a-5p","MANEAL"
"99934","miR-18a-5p","GOLGA4"
"99935","miR-18a-5p","GABARAPL2"
"99936","miR-18a-5p","BUB3"
"99937","miR-18a-5p","MCM2"
"99938","miR-18a-5p","RMND5A"
"99939","miR-18a-5p","KIAA1191"
"99940","miR-18a-5p","ZCCHC24"
"99941","miR-18a-5p","ENPP5"
"99942","miR-18a-5p","CANT1"
"99943","miR-18a-5p","TBL1X"
"99944","miR-18a-5p","KCNJ2"
"99945","miR-18a-5p","MED23"
"99946","miR-18a-5p","RASSF3"
"99947","miR-18a-5p","PLAG1"
"99948","miR-18a-5p","C6orf225"
"99949","miR-18a-5p","ZNF160"
"99950","miR-18a-5p","ZDHHC1"
"99951","miR-18a-5p","FAM134C"
"99952","miR-18a-5p","PKNOX1"
"99953","miR-18a-5p","ZHX2"
"99954","miR-18a-5p","MASTL"
"99955","miR-18a-5p","ASXL1"
"99956","miR-18a-5p","GIGYF1"
"99957","miR-18a-5p","NPTX1"
